merchant_name,month,monthly_spend
"Flores, Chang and Elliott",2025-06-01,419.34
Meyers PLC,2025-06-01,417.12
"Brown, Sawyer and Anderson",2025-06-01,416.27
Day Group,2025-06-01,415.16
"Brooks, Bruce and Obrien",2025-06-01,413.93
Johnson-Mitchell,2025-06-01,413.9
"Ray, Kim and Perez",2025-06-01,413.54
Watkins PLC,2025-06-01,412.38
Day-Wheeler,2025-06-01,411.2
Myers-Mooney,2025-06-01,411.17
Benton and Sons,2025-06-01,408.77
"Warren, Cross and Johnson",2025-06-01,408.55
Reyes-Acosta,2025-06-01,408.14
Sharp-Nelson,2025-06-01,407.94
Smith-Wright,2025-06-01,407.8
Hayden-Schmidt,2025-06-01,407.77
Day Ltd,2025-06-01,407.28
"Kelley, Smith and Todd",2025-06-01,406.69
Smith-Wolf,2025-06-01,405.97
Nguyen-Clarke,2025-06-01,405.78
Barnes-Underwood,2025-06-01,404.67
Martin-Spencer,2025-06-01,403.84
"Hernandez, Lutz and Gomez",2025-06-01,403.29
Gross-Davis,2025-06-01,402.86
Nichols-Bradley,2025-06-01,402.83
Thomas-Parks,2025-06-01,402.58
Herrera-Miller,2025-06-01,399.87
"Powell, Russell and Stafford",2025-06-01,399.58
"Gaines, Rivera and White",2025-06-01,398.76
Hill-Mccarthy,2025-06-01,398.08
"Sharp, Miller and Carson",2025-06-01,397.06
"Martinez, Horn and Alvarez",2025-06-01,394.08
Rodriguez-Pham,2025-06-01,392.55
"Nelson, Phillips and Turner",2025-06-01,391.98
Williams-Mcfarland,2025-06-01,391.86
"Garza, Liu and Trujillo",2025-06-01,391.69
Martin-Daniel,2025-06-01,391.43
"Carter, Sanchez and Cruz",2025-06-01,390.6
"Jensen, Wolf and Maldonado",2025-06-01,390.36
Velez-Welch,2025-06-01,390.12
"Jordan, Peterson and Bass",2025-06-01,390.06
Allen-Chavez,2025-06-01,389.84
Russell-Francis,2025-06-01,389.67
"Molina, Franklin and Smith",2025-06-01,389.46
Bradley-Powers,2025-06-01,389.22
"Gonzalez, Ochoa and Ball",2025-06-01,389.08
Blair-Ochoa,2025-06-01,388.8
Bennett-Jimenez,2025-06-01,388.2
"Buckley, Kelly and Wilcox",2025-06-01,387.96
"Ashley, Roy and Dickson",2025-06-01,387.06
Bishop-Horn,2025-06-01,386.61
Gordon Ltd,2025-06-01,386.32
Abbott-Kim,2025-06-01,385.63
"Chavez, Young and Jenkins",2025-06-01,384.91
Lawson-Ramos,2025-06-01,384.61
Dunlap Group,2025-06-01,383.84
Torres-Walter,2025-06-01,383.75
Haley PLC,2025-06-01,382.24
White-Snyder,2025-06-01,380.69
Compton Group,2025-06-01,380.42
"Knight, Dunn and Brown",2025-06-01,380.32
Adams-Cohen,2025-06-01,378.11
Bennett LLC,2025-06-01,377.51
Monroe-Reynolds,2025-06-01,377.3
Fuller Group,2025-06-01,377.28
Foster-Nguyen,2025-06-01,376.5
Duran Group,2025-06-01,374.78
Snyder PLC,2025-06-01,374.5
Cordova-Mendez,2025-06-01,373.11
"Cook, Ray and Russell",2025-06-01,371.82
Hughes-Wilson,2025-06-01,371.63
Hudson and Sons,2025-06-01,371.28
Gonzalez-Johnson,2025-06-01,371.21
Stark-Alvarez,2025-06-01,370.53
"Cox, Cooper and Moore",2025-06-01,369.55
"Smith, Bowen and Martinez",2025-06-01,368.38
"Gibbs, Jones and Taylor",2025-06-01,368.36
Castro Ltd,2025-06-01,367.32
"Garcia, Cardenas and Sims",2025-06-01,366.95
Phillips-Roberts,2025-06-01,365.78
Stark-Bryan,2025-06-01,364.71
Watson-Reyes,2025-06-01,364.61
Bonilla-Campbell,2025-06-01,363.04
Garza Group,2025-06-01,361.32
Ayala-Riley,2025-06-01,359.76
Schmidt-Smith,2025-06-01,359.4
"Cohen, Garcia and Parker",2025-06-01,359.03
Contreras-Black,2025-06-01,358.82
Morgan-Lane,2025-06-01,357.47
"Kirk, Johnson and Schwartz",2025-06-01,355.42
Mahoney Ltd,2025-06-01,355.37
"Adams, Rivera and Brown",2025-06-01,354.89
Hester Inc,2025-06-01,354.18
"Nelson, Howard and Larson",2025-06-01,353.82
"Shaw, Gates and Benson",2025-06-01,353.65
"Webster, Rice and Galloway",2025-06-01,353.55
"Frank, Williams and Le",2025-06-01,351.84
Peterson Ltd,2025-06-01,348.96
Kim Group,2025-06-01,348.4
Hurst Group,2025-06-01,348.35
Schultz-Hamilton,2025-06-01,347.05
Johnston-Mccarthy,2025-06-01,346.87
"Morris, Hart and Mitchell",2025-06-01,346.69
Fischer Ltd,2025-06-01,345.92
"Weaver, Choi and Shelton",2025-06-01,345.84
"Jenkins, Brown and Hoffman",2025-06-01,344.5
Hamilton Inc,2025-06-01,342.57
"Hernandez, Lynch and Thomas",2025-06-01,342.24
Ward Inc,2025-06-01,342.09
Riley-Small,2025-06-01,341.94
Carlson PLC,2025-06-01,341.69
Mora-Davis,2025-06-01,339.36
Garza-Gonzalez,2025-06-01,339.29
Lawson-Chambers,2025-06-01,338.83
"Barr, Jackson and Carter",2025-06-01,338.45
Baker-Thompson,2025-06-01,337.92
Fitzgerald-Castro,2025-06-01,333.84
"Shepherd, Schultz and Solomon",2025-06-01,333.24
"Leon, Dennis and Peters",2025-06-01,333.21
Collins-Henderson,2025-06-01,333.2
"Young, Ramirez and Figueroa",2025-06-01,333.07
Kemp-Murphy,2025-06-01,331.74
Thomas-Jenkins,2025-06-01,331.63
Charles PLC,2025-06-01,330.16
"Cunningham, Lloyd and White",2025-06-01,329.19
Sullivan-Porter,2025-06-01,328.95
Hughes-Diaz,2025-06-01,327.89
"Wilcox, Bush and Evans",2025-06-01,327.14
"Schultz, Moreno and Wilson",2025-06-01,327.14
"Smith, Irwin and Lyons",2025-06-01,326.85
"Webster, Walker and Cruz",2025-06-01,326.32
Williams-Guerrero,2025-06-01,326.27
Dennis-Graham,2025-06-01,325.84
Wise Inc,2025-06-01,324.96
Lewis and Sons,2025-06-01,324.36
"Mann, Hill and Frederick",2025-06-01,324.11
Lindsey-Barton,2025-06-01,323.81
"Johnson, Reynolds and Meza",2025-06-01,323.77
Cannon-Stanley,2025-06-01,323.43
Jones-Johnson,2025-06-01,322.91
"Jacobson, Glenn and Beck",2025-06-01,322.27
Cruz-Rodriguez,2025-06-01,321.91
Cox-Dyer,2025-06-01,321.21
Bradford and Sons,2025-06-01,320.77
"Porter, Koch and Davenport",2025-06-01,320.57
Diaz-Bowman,2025-06-01,320.16
"Castaneda, Hernandez and White",2025-06-01,317.95
Reid-Fuller,2025-06-01,317.35
"Sellers, Scott and Reed",2025-06-01,313.75
Cole-Lopez,2025-06-01,312.19
"Sanchez, Smith and Montgomery",2025-06-01,311.6
Phelps-Miller,2025-06-01,310.7
Ruiz-Cardenas,2025-06-01,310.64
"Rogers, Boyle and Estrada",2025-06-01,310.6
Joseph-Barnes,2025-06-01,310.46
Anderson-Ritter,2025-06-01,310.3
"Olsen, Hernandez and Myers",2025-06-01,310.08
Palmer-Wright,2025-06-01,308.06
"Peterson, Herrera and Wright",2025-06-01,308.05
"Nelson, Estrada and Myers",2025-06-01,306.59
Waller-Thomas,2025-06-01,305.02
Wilkinson Inc,2025-06-01,304.01
"Holmes, Hunter and Martinez",2025-06-01,303.93
Clark-Carlson,2025-06-01,303.77
Mitchell-Jensen,2025-06-01,301.77
Pace-Charles,2025-06-01,301.41
"Collins, Rice and Jones",2025-06-01,301.29
"Gonzalez, Carey and Espinoza",2025-06-01,301.21
Bryant-Hatfield,2025-06-01,299.18
"Price, Curry and Diaz",2025-06-01,298.51
Greene-Smith,2025-06-01,298.17
Norris and Sons,2025-06-01,298.05
Doyle Ltd,2025-06-01,298.01
"Powell, Moore and Robinson",2025-06-01,297.11
Mcmahon-Wagner,2025-06-01,296.21
"Robertson, Howard and Hayes",2025-06-01,293.6
Wade-Simmons,2025-06-01,293.36
Booker-Morrison,2025-06-01,291.89
Duncan Group,2025-06-01,290.89
Petersen-Allison,2025-06-01,290.79
"Jones, Serrano and Mathews",2025-06-01,289.95
"Ferrell, Ferguson and Baker",2025-06-01,289.78
Jimenez-Blackwell,2025-06-01,289.32
"Arnold, Daniel and Brooks",2025-06-01,287.87
Buchanan and Sons,2025-06-01,286.87
Carpenter LLC,2025-06-01,286.87
"Jenkins, Mueller and Lam",2025-06-01,286.57
Pineda-Boyd,2025-06-01,286.46
Stewart LLC,2025-06-01,284.9
"Thompson, Evans and Cochran",2025-06-01,284.72
Black-Duncan,2025-06-01,284.63
"Ward, Farrell and Cox",2025-06-01,283.66
"Ford, Rodriguez and Solis",2025-06-01,283.53
Mahoney-Moore,2025-06-01,283.39
Conner-Hodge,2025-06-01,282.6
"Elliott, Newton and Bates",2025-06-01,282.3
"Doyle, Henderson and Villa",2025-06-01,280.51
"Rivera, Franco and Barnes",2025-06-01,280.39
Washington-Mason,2025-06-01,280.19
Crawford and Sons,2025-06-01,280.14
"Myers, Rodriguez and Parker",2025-06-01,279.83
"Day, Vazquez and Rocha",2025-06-01,279.75
Sanchez-Taylor,2025-06-01,279.73
"Hansen, Miranda and Collier",2025-06-01,279.02
Peterson-Smith,2025-06-01,278.31
Smith-Meyers,2025-06-01,277.71
"Branch, Walter and Duncan",2025-06-01,277.45
Walsh Inc,2025-06-01,276.98
Wright-Lee,2025-06-01,276.63
"Baldwin, Allen and Freeman",2025-06-01,276.51
Wilson-Bradshaw,2025-06-01,276.26
Austin-Church,2025-06-01,274.66
Shelton-Young,2025-06-01,273.8
"Thompson, Dyer and Davis",2025-06-01,273.47
Osborne-Johnson,2025-06-01,273.18
"Werner, Miller and Newton",2025-06-01,271.99
"Hill, Wright and Simpson",2025-06-01,270.56
Friedman PLC,2025-06-01,270.4
Woodward-Thomas,2025-06-01,270.27
"Warner, Williams and Stafford",2025-06-01,270.13
"Anderson, Williams and Rodriguez",2025-06-01,269.97
"Hernandez, Wilson and Salinas",2025-06-01,269.69
"Thornton, Hodge and Jackson",2025-06-01,266.87
"Atkinson, Reyes and Lee",2025-06-01,266.22
Schmidt-Edwards,2025-06-01,264.56
"Moore, Morton and Young",2025-06-01,262.84
Patterson-Flores,2025-06-01,262.33
"Jones, Lopez and Lewis",2025-06-01,261.93
"Robinson, Murray and Mason",2025-06-01,261.1
"Hill, Adams and Landry",2025-06-01,260.38
Johnson-Fry,2025-06-01,260.34
"Arnold, Gross and Costa",2025-06-01,259.91
"Avila, Fischer and Clay",2025-06-01,259.78
"Carpenter, Brown and Lopez",2025-06-01,259.43
Haynes-Preston,2025-06-01,258.73
Silva-Cohen,2025-06-01,257.38
"Ayers, Jones and Nelson",2025-06-01,257.31
"Pittman, Rivera and Norris",2025-06-01,256.3
York Ltd,2025-06-01,255.23
"Duke, Cruz and Yates",2025-06-01,254.78
"Moran, Larson and Cummings",2025-06-01,253.53
Oliver-Wood,2025-06-01,252.85
"Robertson, Davis and Crawford",2025-06-01,250.22
Mcintyre PLC,2025-06-01,249.95
Villa-Cole,2025-06-01,248.91
Haley Ltd,2025-06-01,248.37
Walker-Hayes,2025-06-01,248.18
Wheeler-Berry,2025-06-01,248.05
Marshall-Jones,2025-06-01,247.83
"Vincent, Dickson and Evans",2025-06-01,247.43
"Robinson, Thomas and Waller",2025-06-01,243.85
Edwards-Zimmerman,2025-06-01,243.32
Schneider-Horn,2025-06-01,242.88
Scott and Sons,2025-06-01,241.37
"Martin, Gibbs and Dunn",2025-06-01,240.0
Barnes and Sons,2025-06-01,239.81
Foster-Riggs,2025-06-01,239.52
Long-Perez,2025-06-01,239.5
"Mccarty, Warren and Jacobson",2025-06-01,239.34
"Garcia, Drake and Black",2025-06-01,238.32
Morton PLC,2025-06-01,237.93
Sandoval-David,2025-06-01,237.22
Black-White,2025-06-01,237.01
Compton-Williams,2025-06-01,236.41
"Marks, Fletcher and Lee",2025-06-01,235.95
Gill and Sons,2025-06-01,233.21
Peters-Pollard,2025-06-01,232.34
"Freeman, Cuevas and Ramirez",2025-06-01,230.67
"Cannon, Garcia and Martinez",2025-06-01,230.58
"Hanson, Olson and Jones",2025-06-01,230.52
"Coleman, Bentley and Chavez",2025-06-01,230.4
"Larsen, Simon and Thompson",2025-06-01,229.8
"Kelley, Chavez and Ramos",2025-06-01,228.85
Hansen-Buck,2025-06-01,228.42
"Ward, Jones and Caldwell",2025-06-01,224.92
Beard-Moore,2025-06-01,224.28
Cortez-Williams,2025-06-01,224.21
"Moyer, Young and Maynard",2025-06-01,223.55
"Wilson, Foster and Burns",2025-06-01,222.07
Berger-White,2025-06-01,220.53
Olson-Chang,2025-06-01,220.31
"Henry, Mack and Huffman",2025-06-01,217.78
"Miranda, Clay and Marquez",2025-06-01,215.98
Barber-Reynolds,2025-06-01,211.47
Torres Ltd,2025-06-01,210.23
Dennis Group,2025-06-01,209.06
Payne-Lewis,2025-06-01,208.45
"Silva, Galloway and Stewart",2025-06-01,207.05
Mccullough Group,2025-06-01,206.18
Alexander-Martin,2025-06-01,205.6
Caldwell-Elliott,2025-06-01,204.51
"Moreno, Berg and Suarez",2025-06-01,203.09
Carter-Thomas,2025-06-01,203.03
Wilson-Hill,2025-06-01,201.12
Blankenship Group,2025-06-01,199.65
Waters PLC,2025-06-01,199.62
Kennedy-Randall,2025-06-01,199.55
"Murphy, Williams and Wallace",2025-06-01,197.68
"Dickerson, Richardson and Schmidt",2025-06-01,197.68
"Murphy, Shepherd and Martin",2025-06-01,196.17
Tate Ltd,2025-06-01,195.56
"Jordan, Moran and Flores",2025-06-01,195.26
Stevens-Clarke,2025-06-01,194.66
Ross-George,2025-06-01,193.22
"Mcdonald, Gibbs and Moss",2025-06-01,193.05
"Davis, Jones and Mcdonald",2025-06-01,191.75
Gordon-Burton,2025-06-01,191.66
Carlson-Flynn,2025-06-01,190.34
Wilkinson and Sons,2025-06-01,190.14
"Haynes, Barber and Bauer",2025-06-01,190.04
"Daniels, Johnston and Browning",2025-06-01,189.95
"Bryant, Walker and Delgado",2025-06-01,189.8
Hodges-Gibson,2025-06-01,189.45
"Oneill, Durham and Stevenson",2025-06-01,188.74
Coleman PLC,2025-06-01,187.62
Walsh-Gonzales,2025-06-01,185.98
"Marsh, Harris and Smith",2025-06-01,184.85
"Reed, Christensen and Walsh",2025-06-01,184.61
"Schmidt, Cummings and Lynn",2025-06-01,184.32
"Davis, Lewis and Myers",2025-06-01,183.73
Smith-Frey,2025-06-01,183.5
Beck-Hughes,2025-06-01,181.69
"Warner, Smith and Harding",2025-06-01,178.99
Watts-Romero,2025-06-01,178.98
Drake Group,2025-06-01,177.54
"Brooks, Ray and Cox",2025-06-01,177.49
Wyatt-Hardy,2025-06-01,176.69
"Rogers, Sims and Mcclure",2025-06-01,175.76
Miller-Smith,2025-06-01,172.74
Chan Group,2025-06-01,172.35
Chandler-James,2025-06-01,172.01
Lang-Weaver,2025-06-01,171.12
Alvarez-Cooley,2025-06-01,170.15
"Diaz, Gonzales and Jimenez",2025-06-01,170.08
"Watts, Blankenship and Bowers",2025-06-01,169.69
"Kramer, Sanders and Anderson",2025-06-01,168.86
"Wu, Vaughan and Knox",2025-06-01,168.61
Vazquez-Smith,2025-06-01,167.64
Martin-Fisher,2025-06-01,165.19
Fuller-Jones,2025-06-01,158.6
"Hart, Washington and Chambers",2025-06-01,157.78
"Stafford, Michael and Jones",2025-06-01,157.74
"Kelley, Duran and Robertson",2025-06-01,157.1
Meyer-Robertson,2025-06-01,155.23
Long-Moore,2025-06-01,155.06
"Foster, Wong and Moore",2025-06-01,154.44
"Odom, Taylor and Hunt",2025-06-01,151.74
"Graves, Mcbride and Chavez",2025-06-01,150.84
Mcbride and Sons,2025-06-01,149.84
Higgins and Sons,2025-06-01,149.44
Flores-Snyder,2025-06-01,147.82
"Peterson, Bates and Hogan",2025-06-01,146.87
"Pham, Armstrong and Rocha",2025-06-01,146.6
"Barr, Johnson and Hill",2025-06-01,144.18
"Walker, Nicholson and Villarreal",2025-06-01,144.09
Scott-King,2025-06-01,143.54
Porter-Turner,2025-06-01,143.42
Davis-Mcgrath,2025-06-01,142.22
"Coleman, Gould and Robinson",2025-06-01,141.83
Pittman PLC,2025-06-01,141.69
"Smith, Andrews and Butler",2025-06-01,141.08
Hogan-Morgan,2025-06-01,140.53
"Johnson, Long and Gonzales",2025-06-01,140.38
"King, Lopez and Myers",2025-06-01,138.7
Kennedy-Daniels,2025-06-01,137.27
Woods-Mckinney,2025-06-01,137.17
Hanson and Sons,2025-06-01,137.07
Lopez PLC,2025-06-01,136.71
"Murray, Booth and Bryan",2025-06-01,136.61
"Owens, Arnold and Rodgers",2025-06-01,136.32
"Macdonald, Nguyen and Mclean",2025-06-01,136.29
Buckley-Rodriguez,2025-06-01,134.83
Barker Inc,2025-06-01,134.67
"Diaz, Allen and Anderson",2025-06-01,134.41
Cruz-Medina,2025-06-01,132.7
Macdonald Group,2025-06-01,132.48
"Walker, Deleon and Garcia",2025-06-01,132.3
Mcdaniel-Mora,2025-06-01,132.22
Hall-Martinez,2025-06-01,130.18
Kelley-Morris,2025-06-01,129.48
Riley-Rowland,2025-06-01,128.65
Mack-Miller,2025-06-01,128.46
"Martin, Jones and Pearson",2025-06-01,127.64
Johnson-Clark,2025-06-01,125.2
Contreras LLC,2025-06-01,124.71
"Evans, Doyle and Hansen",2025-06-01,124.34
"Meyers, Gonzalez and Hunter",2025-06-01,123.67
"Carter, Bowers and Reynolds",2025-06-01,121.15
"Vargas, Rivera and Simpson",2025-06-01,119.09
"Jones, Mitchell and Green",2025-06-01,118.89
"Lewis, Lewis and Adams",2025-06-01,118.35
"Bruce, Norton and Colon",2025-06-01,117.84
"Wheeler, Schmidt and Santana",2025-06-01,117.63
Leon Ltd,2025-06-01,117.08
"Sanders, Willis and Vaughan",2025-06-01,115.95
"Curtis, Holmes and Johnson",2025-06-01,115.92
Pollard and Sons,2025-06-01,113.63
Hays-Lee,2025-06-01,112.71
"Hebert, Roman and Castillo",2025-06-01,111.48
Charles Inc,2025-06-01,111.29
Wang PLC,2025-06-01,110.93
"Cortez, Bauer and Parker",2025-06-01,110.23
Bruce PLC,2025-06-01,109.64
"Garcia, Johnson and Chavez",2025-06-01,109.28
Reynolds and Sons,2025-06-01,108.98
"Kline, Scott and Pham",2025-06-01,108.51
"Cross, Mcdonald and Carpenter",2025-06-01,107.64
Ross-Carpenter,2025-06-01,107.52
Lozano LLC,2025-06-01,107.4
Barrett Ltd,2025-06-01,105.71
"Moore, Castillo and Gomez",2025-06-01,103.84
"Johnson, Fleming and Williams",2025-06-01,103.8
Calderon-Ellis,2025-06-01,102.2
"Vasquez, Estrada and Stevens",2025-06-01,102.0
Jimenez-Arias,2025-06-01,101.89
Cox-Morales,2025-06-01,101.64
Jones-Jackson,2025-06-01,100.85
Griffin PLC,2025-06-01,96.97
Nunez-Nguyen,2025-06-01,96.14
Carpenter and Sons,2025-06-01,95.46
Brooks-Byrd,2025-06-01,94.76
Decker Ltd,2025-06-01,93.98
Moore-Garcia,2025-06-01,93.33
Wright-Miller,2025-06-01,92.6
"Williams, Martinez and Greene",2025-06-01,92.54
"Reyes, Davidson and Lawrence",2025-06-01,92.41
"Anderson, Johnson and Cruz",2025-06-01,92.24
Lawrence Group,2025-06-01,91.34
Hurley LLC,2025-06-01,91.04
Silva-Black,2025-06-01,90.75
Jarvis-Martinez,2025-06-01,90.51
"Byrd, Olson and Matthews",2025-06-01,90.19
"Hoffman, Frank and Hernandez",2025-06-01,90.02
"Higgins, Turner and Hughes",2025-06-01,89.79
"Johnson, Arnold and Chaney",2025-06-01,89.4
Taylor-Mcfarland,2025-06-01,89.2
Gilbert PLC,2025-06-01,88.33
Manning-Sullivan,2025-06-01,87.23
"Robertson, Stein and Brennan",2025-06-01,85.51
Valdez Ltd,2025-06-01,85.3
Livingston-Mejia,2025-06-01,83.72
"Mills, Davis and Sawyer",2025-06-01,83.71
Hicks-Gilbert,2025-06-01,83.62
"Walls, Williams and Galloway",2025-06-01,83.33
"Chavez, Kaiser and Vincent",2025-06-01,81.84
"Thompson, Henderson and Olson",2025-06-01,81.72
Harmon-Lee,2025-06-01,81.39
"Foster, Griffin and Brown",2025-06-01,81.27
"Morales, Brown and Clark",2025-06-01,80.57
"Jackson, Bender and Stein",2025-06-01,79.95
"Mcbride, Harris and Sherman",2025-06-01,79.81
"Brewer, Mcbride and Atkinson",2025-06-01,79.8
Hart Group,2025-06-01,79.63
"Maldonado, Hall and Chavez",2025-06-01,79.37
"Richards, Mendez and Gaines",2025-06-01,79.34
Moore-Robbins,2025-06-01,77.15
"Stanley, Johnson and Black",2025-06-01,77.12
"Harris, Sanchez and Matthews",2025-06-01,76.4
"Kelley, Townsend and Nguyen",2025-06-01,76.21
"Reyes, Hill and Sanders",2025-06-01,75.71
Alvarado and Sons,2025-06-01,74.44
"Mcclure, Williams and Taylor",2025-06-01,73.68
Flores and Sons,2025-06-01,73.31
Morgan PLC,2025-06-01,72.53
Thomas-Morrow,2025-06-01,72.16
Singh-Bryan,2025-06-01,71.56
Trevino-Bowman,2025-06-01,71.37
"Valentine, Haley and Robinson",2025-06-01,70.72
Crawford Group,2025-06-01,70.06
Lopez-Rodriguez,2025-06-01,70.06
Mcdonald-Bowman,2025-06-01,69.5
Hunt-Mccoy,2025-06-01,67.33
"Middleton, Wilkins and Nguyen",2025-06-01,63.24
"Williams, Newton and Harris",2025-06-01,60.59
Gomez-Lucas,2025-06-01,59.54
"Miller, Luna and Mitchell",2025-06-01,59.46
Johnson-Phillips,2025-06-01,58.97
Walter Inc,2025-06-01,57.9
Smith-Holmes,2025-06-01,57.44
"Whitney, Reid and Holmes",2025-06-01,56.83
Brewer-Nunez,2025-06-01,55.83
Smith-Hernandez,2025-06-01,55.55
Jarvis and Sons,2025-06-01,55.26
Hayes-Hubbard,2025-06-01,54.68
Hamilton-Ellis,2025-06-01,53.57
Rodriguez-Bailey,2025-06-01,52.81
Duarte PLC,2025-06-01,52.52
"King, Hess and Woodard",2025-06-01,52.05
Washington-Murphy,2025-06-01,49.98
"Taylor, Green and Bryant",2025-06-01,48.71
"Valdez, Carrillo and Mitchell",2025-06-01,48.38
Castillo-Gamble,2025-06-01,47.8
Kim-Dunn,2025-06-01,46.84
Hill-Ross,2025-06-01,46.38
Lopez-French,2025-06-01,45.94
"Blevins, Brock and Frank",2025-06-01,44.66
"Fisher, Washington and Hogan",2025-06-01,43.51
"Brown, Santiago and Ward",2025-06-01,43.45
Nelson-Miller,2025-06-01,43.37
Gomez-Gibson,2025-06-01,41.56
Ortiz-Moore,2025-06-01,41.41
"Dickerson, Thomas and Underwood",2025-06-01,40.97
"Martin, Ramirez and Fernandez",2025-06-01,40.84
"Johnson, Allen and Smith",2025-06-01,40.42
Shaw Ltd,2025-06-01,40.25
Bond-Bailey,2025-06-01,39.31
Bush-Wood,2025-06-01,39.31
"Marshall, Schultz and Elliott",2025-06-01,37.54
"Thomas, Garcia and Thompson",2025-06-01,37.53
Mccarthy Group,2025-06-01,36.71
Shepherd-Booth,2025-06-01,36.2
Webster-Nelson,2025-06-01,35.31
Keller-Osborn,2025-06-01,35.13
"Day, Mcbride and Gray",2025-06-01,34.18
Cummings LLC,2025-06-01,33.06
Snyder-Hall,2025-06-01,32.86
"Salazar, Chung and Silva",2025-06-01,31.52
"Lewis, Simpson and Jones",2025-06-01,30.33
"Sanchez, Roach and Garcia",2025-06-01,30.2
Myers-Hurley,2025-06-01,28.33
Cummings Ltd,2025-06-01,27.49
Campbell-Mcdonald,2025-06-01,26.83
"Poole, Schmidt and Howe",2025-06-01,26.25
"Thornton, Smith and Green",2025-06-01,25.21
Cox-Hill,2025-06-01,24.52
Cowan-Sampson,2025-06-01,24.36
Lara Inc,2025-06-01,23.98
Richmond Ltd,2025-06-01,23.66
"Lynn, Wilkins and Suarez",2025-06-01,23.37
Rodriguez-Washington,2025-06-01,23.25
"Small, Anderson and Price",2025-06-01,22.7
"Cain, Guerrero and Evans",2025-06-01,22.67
Simon-Wilson,2025-06-01,22.31
Montgomery LLC,2025-06-01,20.03
"Montgomery, Small and Gray",2025-06-01,19.62
Garrett Inc,2025-06-01,19.54
Dixon-Anderson,2025-06-01,19.36
"Brown, Thornton and Dyer",2025-06-01,19.07
Tucker-Reed,2025-06-01,17.63
Morgan-Blackwell,2025-06-01,16.23
Jones-Sanchez,2025-06-01,15.91
Bridges-Hughes,2025-06-01,15.59
"Schmitt, Cooper and Scott",2025-06-01,14.75
Price Inc,2025-06-01,13.94
Rhodes-Reynolds,2025-06-01,13.5
Williams-Allen,2025-06-01,12.75
Ramirez Group,2025-06-01,11.81
"Howard, Maldonado and Brown",2025-06-01,10.66
Smith PLC,2025-07-01,37827.98
Smith Ltd,2025-07-01,35150.72
Johnson LLC,2025-07-01,29274.279999999995
Williams Ltd,2025-07-01,28594.969999999998
Johnson PLC,2025-07-01,28169.0
Smith Group,2025-07-01,27972.02
Brown Inc,2025-07-01,27244.449999999997
Smith Inc,2025-07-01,25676.430000000004
Smith LLC,2025-07-01,25465.299999999996
Hernandez PLC,2025-07-01,25228.45
Smith and Sons,2025-07-01,24075.92
Davis Inc,2025-07-01,23417.519999999997
Williams and Sons,2025-07-01,21218.710000000003
Williams PLC,2025-07-01,20990.239999999998
Jones Ltd,2025-07-01,20426.399999999998
Jones PLC,2025-07-01,20098.28
Johnson and Sons,2025-07-01,19316.829999999998
Miller Group,2025-07-01,18919.41
Johnson Inc,2025-07-01,18710.37
Garcia LLC,2025-07-01,18624.699999999997
Miller Ltd,2025-07-01,18087.33
Brown and Sons,2025-07-01,18003.54
Wilson LLC,2025-07-01,17967.05
Edwards Group,2025-07-01,17462.62
Jones Group,2025-07-01,17345.379999999997
Perez PLC,2025-07-01,17266.670000000002
Scott Ltd,2025-07-01,16848.55
Jackson LLC,2025-07-01,16589.670000000002
Williams Inc,2025-07-01,16521.53
Moore Ltd,2025-07-01,16113.75
Lopez Ltd,2025-07-01,15389.09
Ross PLC,2025-07-01,15080.64
Lopez LLC,2025-07-01,15051.29
Cook Inc,2025-07-01,14940.619999999999
Brown LLC,2025-07-01,14922.960000000001
Hill PLC,2025-07-01,14817.61
Williams Group,2025-07-01,14622.769999999999
White and Sons,2025-07-01,14575.449999999999
Williams LLC,2025-07-01,14039.130000000001
Rodriguez and Sons,2025-07-01,13664.820000000002
Stewart PLC,2025-07-01,13428.920000000002
Parker PLC,2025-07-01,13123.400000000001
Allen LLC,2025-07-01,13062.750000000002
Campbell Ltd,2025-07-01,13037.26
Allen PLC,2025-07-01,13026.640000000001
Ramirez and Sons,2025-07-01,12967.17
Wilson PLC,2025-07-01,12893.370000000003
Martinez LLC,2025-07-01,12693.25
Jones and Sons,2025-07-01,12633.779999999999
Reyes PLC,2025-07-01,12594.94
Lopez PLC,2025-07-01,12462.1
Hall and Sons,2025-07-01,12452.630000000001
Taylor Ltd,2025-07-01,12395.34
Anderson and Sons,2025-07-01,12364.510000000002
Weber Group,2025-07-01,12285.55
Martinez PLC,2025-07-01,12264.59
Taylor Group,2025-07-01,12177.78
Thompson Ltd,2025-07-01,12122.75
Thomas LLC,2025-07-01,11997.45
Davis Ltd,2025-07-01,11794.15
Robinson and Sons,2025-07-01,11778.52
Rodriguez Group,2025-07-01,11721.56
White Inc,2025-07-01,11633.0
Johnson Group,2025-07-01,11613.35
Foster PLC,2025-07-01,11425.34
Jackson Group,2025-07-01,11407.0
Lewis Ltd,2025-07-01,11378.009999999998
Scott Group,2025-07-01,11362.54
Garcia-Jones,2025-07-01,11346.050000000001
Lopez and Sons,2025-07-01,11244.7
Welch LLC,2025-07-01,11228.58
Anderson LLC,2025-07-01,11167.109999999999
Wallace LLC,2025-07-01,11148.41
Rodriguez PLC,2025-07-01,11054.779999999999
Morris Group,2025-07-01,10911.349999999999
Lee Group,2025-07-01,10875.75
