merchant_name,txn_count
"Quinn, Richardson and Wright",1
"Logan, Johnson and Dorsey",1
"Williams, Molina and Martinez",1
"Porter, Jackson and Andersen",1
"Johnson, Knapp and Hammond",1
"Wood, Marshall and Wright",1
"Chandler, Walker and Howell",1
"Greer, Hughes and Johnson",1
"Pineda, Fleming and Faulkner",1
"Murphy, Foster and Bryant",1
"Romero, Hudson and Graves",1
"Clarke, Ballard and Campbell",1
"Lynch, Young and Peterson",1
"Spence, Oliver and Castillo",1
"Gonzalez, Meyer and Cortez",1
"Henderson, Petty and Mcintosh",1
"Perez, Browning and Andrews",1
"Warner, Richardson and Valdez",1
"Johnson, Johnson and Torres",1
"Harmon, Wall and Washington",1
"Harmon, Middleton and Carter",1
"Ellison, Baker and Patterson",1
"Navarro, Santana and Tanner",1
"Dougherty, Johnson and Fowler",1
"Williams, Petty and Ayala",1
"Nicholson, Evans and Ramirez",1
"Cruz, Fernandez and Reese",1
"Pennington, Bennett and Soto",1
"Conrad, Thomas and Stephens",1
"Erickson, Williams and King",1
"Skinner, Morgan and Patton",1
"Gonzalez, Flynn and Douglas",1
"Williams, Bonilla and Taylor",1
"Jones, Ferguson and Smith",1
"Lynch, Delacruz and Rodriguez",1
"Smith, Oconnell and Macias",1
"Rodriguez, Crosby and Ritter",1
"Mccullough, Smith and Ramos",1
"Wagner, Gordon and Mercado",1
"Goodwin, Mack and Williams",1
"Mccarty, Costa and Goodman",1
"Miller, Edwards and Cooley",1
"Owens, Griffin and Thomas",1
"Patterson, Myers and Williams",1
"Garcia, Wilson and Brennan",1
"Bradford, Mccullough and Bennett",1
"Taylor, Johnson and Garcia",1
"Harvey, Miller and Robinson",1
"Roman, Peterson and Stevens",1
"Martin, Strickland and Bradley",1
"Mueller, Howard and Williams",1
"Garrison, Pearson and Bell",1
"Aguilar, Perez and Hansen",1
"Valentine, Petersen and Stevens",1
"Roberson, Ball and Rogers",1
"Weeks, Mccarthy and Warren",1
"Sims, Anderson and Robinson",1
"Jackson, Benitez and Thompson",1
"Anderson, Buchanan and Duke",1
"Garcia, Swanson and Stewart",1
"Shaw, Lewis and Hernandez",1
"Leblanc, Edwards and Lopez",1
"Davis, Oconnor and Garcia",1
"Dixon, Dennis and Collier",1
"Bowen, Jones and Mcdonald",1
"Calderon, Hurley and Acevedo",1
"Montes, Vargas and Bright",1
"Thornton, Hodge and Jackson",1
"Simmons, Montoya and Shepard",1
"Gomez, Morrison and Logan",1
"Warner, Montoya and Rocha",1
"Wilson, Williams and Guerra",1
"Cain, Wright and Lawrence",1
"Hall, Bradford and Beasley",1
"Lambert, Hebert and Morales",1
"Charles, Huffman and White",1
"Wilson, Randolph and Avila",1
"Henry, Anderson and Henderson",1
"Pitts, Johnston and Wilson",1
"Hester, Monroe and Miller",1
"Morgan, Espinoza and Hawkins",1
"Burns, Jones and Thompson",1
"Gill, Watkins and Gonzalez",1
"Daugherty, Lopez and Peterson",1
"Wilson, Gray and Williams",1
"Gonzalez, Turner and Wagner",1
"Rodriguez, Long and Davis",1
"Ramirez, James and Fuller",1
"Spencer, Tucker and Norris",1
"Wright, Davies and Norris",1
"Acevedo, Lewis and Walker",1
"Russell, Schwartz and Cannon",1
"Simmons, Lee and Copeland",1
"Hickman, Garcia and Peters",1
"Rodriguez, Nguyen and Mahoney",1
"Robinson, Watson and Russell",1
"Stanley, Mahoney and Allen",1
"Perez, French and Sanchez",1
"Johnson, Murphy and Berry",1
"Johnson, Rodgers and Clark",1
"Lopez, Miller and Wallace",1
"Casey, Underwood and Schmidt",1
"Wood, Dougherty and Walker",1
"Baxter, White and Edwards",1
"Thornton, Mendoza and Carroll",1
"Gutierrez, Garcia and Harper",1
"Krueger, Kirk and Stewart",1
"Mclaughlin, Dodson and Smith",1
"Houston, Cross and Simpson",1
"Strickland, Estrada and Moore",1
"Miller, Frederick and Stout",1
"Moreno, Krueger and Carter",1
"Taylor, Meyers and Atkinson",1
"Shelton, Dennis and Smith",1
"Williams, Taylor and Robinson",1
"Hickman, Nguyen and Smith",1
"Browning, White and Gibson",1
"Turner, Hawkins and Monroe",1
"Johnson, Goodwin and Wheeler",1
"Garcia, Martinez and Khan",1
"Perez, Davidson and Daniel",1
"Thomas, Glass and Harding",1
"Terry, Rodriguez and Sanchez",1
"Contreras, Brown and Cunningham",1
"Gamble, Williams and Trevino",1
"Conley, Macdonald and Bond",1
"Summers, Vega and Vaughan",1
"Franklin, Huffman and Maynard",1
"Perez, Rosario and Cooley",1
"Thomas, Carlson and Gardner",1
"Craig, Walker and Russell",1
"Taylor, Ross and Richards",1
"Edwards, Sanders and Poole",1
"Beard, Murphy and Roberts",1
"Hernandez, Ellis and Davis",1
"Morris, Schwartz and Stone",1
"Robinson, Williamson and Watkins",1
"Thompson, Weaver and Stewart",1
"Bailey, Brown and Odonnell",1
"Garcia, Wolfe and Alvarez",1
"Coleman, Osborn and Phillips",1
"Hall, Russell and Hawkins",1
"Campos, Williams and Savage",1
"Watson, Anderson and Watson",1
"Andersen, Robles and Mcdonald",1
"Snyder, Martinez and Charles",1
"Thompson, Fuller and Parsons",1
"Cooper, Moore and Rodriguez",1
"Contreras, Santana and Williams",1
"Johnson, Green and Sanchez",1
"Wilson, Mcgrath and Bradley",1
"Jacobs, Salazar and Thompson",1
"Cervantes, Bentley and Reilly",1
"Mcdowell, Wilcox and Wagner",1
"Cortez, Anderson and Gonzales",1
"Jackson, Ramirez and Pierce",1
"Stephenson, Franco and Rogers",1
"Williams, Salas and Mendoza",1
"Smith, Robinson and Jackson",1
"Hernandez, Taylor and Clark",1
"Hernandez, Colon and Adams",1
"Smith, Rodriguez and Johnson",1
"Martinez, Phillips and Archer",1
"Williams, Smith and Williams",1
"Romero, Hughes and Acosta",1
"Rodriguez, Bryant and Brown",1
"Walker, Campbell and Pierce",1
"Murphy, Delacruz and Adams",1
"Miller, Wright and Travis",1
"Austin, Graham and Schwartz",1
"Hester, Mcpherson and Chen",1
"Good, Cooper and Hernandez",1
"Klein, Cameron and Hammond",1
"Taylor, Sanchez and Hogan",1
"Howard, Esparza and Quinn",1
"Everett, Gould and Higgins",1
"Nelson, Zamora and Warren",1
"Lloyd, Rodriguez and Reyes",1
"Hernandez, Levy and Davidson",1
"Henson, Smith and Roberts",1
"Wilson, Fuller and Patel",1
"Munoz, Lee and Jackson",1
"Chang, Martin and Horton",1
"Moore, Howell and Ramsey",1
"Ross, Gonzalez and Woods",1
"Perez, Ball and Roberts",1
"Noble, Moreno and Baker",1
"Shea, Curtis and Clark",1
"Hale, Fox and Hogan",1
"Diaz, Small and Todd",1
"Dunn, Green and Franklin",1
"Blake, Martin and Torres",1
"Sosa, Adams and Diaz",1
"Clay, Garcia and Lewis",1
"Freeman, Ward and Velez",1
"Austin, Dorsey and Mccoy",1
"Morris, Carter and Olson",1
"Taylor, Mccoy and Lewis",1
"Berry, Haynes and Jones",1
Henderson-Summers,1
"Castro, Bird and Martin",1
"Webb, Walker and Nguyen",1
"Roy, Juarez and Allen",1
"Edwards, Payne and Best",1
Richardson-Mclaughlin,1
Harrell-Hutchinson,1
"Webb, Evans and Baird",1
"Griffin, Haney and Ho",1
Odonnell-Fletcher,1
"Lopez, Harris and Jones",1
"Young, Davis and Owen",1
"Nelson, Weber and Guzman",1
"Jones, Willis and Miller",1
"Beck, Navarro and Jones",1
"Harris, Reid and Nunez",1
"Phelps, Huynh and Jones",1
"Moore, Jordan and Hall",1
"Shaw, Spencer and Lewis",1
"Hunter, Mccoy and Owens",1
"Roberts, May and Morgan",1
"Davis, Harper and Dixon",1
Morrison-Campbell,1
"Brown, Clark and Nelson",1
"Clark, Sharp and Holmes",1
"Roberts, Mays and Keith",1
"Webb, Martin and Scott",1
"Nelson, Chase and Roth",1
"Rogers, Brown and Joseph",1
Richardson-Castro,1
"Myers, Pace and Powell",1
"West, Carter and Miller",1
"Lee, Stewart and Sherman",1
"Smith, Stark and Davies",1
"Diaz, Ryan and White",1
"Tran, Brown and Coleman",1
"Hanson, Barker and Ball",1
Sutton-Montgomery,1
"Clark, Brown and Gomez",1
Christian-Kennedy,1
Williams-Henderson,1
"Santos, Clark and Beck",1
"Montes, Miller and Small",1
"Huff, Jenkins and Fritz",1
"Graham, Sims and Edwards",1
"Williams, Lozano and Orr",1
"Aguilar, Myers and Reed",1
"Nash, Novak and Lawson",1
"Banks, Morgan and Reyes",1
Barnett-Mclaughlin,1
"Moore, Carter and Kelly",1
"Lowe, Burke and Roman",1
"Ortiz, Macias and Young",1
"Allen, Vargas and Wilson",1
"Smith, Flynn and Hardy",1
"Cohen, Davis and Baker",1
"Valdez, Cook and Hoffman",1
"Bowman, Price and Green",1
Robertson-Patrick,1
"Austin, Hester and Wells",1
"Haynes, Gibson and Floyd",1
"Bell, Smith and Perkins",1
"Frazier, May and Watts",1
"Lewis, Bishop and Kline",1
"Whitney, Ward and Smith",1
"Wiley, Willis and Lewis",1
"Prince, Yates and Kelly",1
"Myers, Porter and Wise",1
"Nunez, Salas and Soto",1
"Banks, Chen and Simmons",1
"Gray, Martin and Mcbride",1
"Torres, Pugh and Lewis",1
"Garcia, Combs and Turner",1
"Allen, Lee and Jackson",1
"Salinas, Pittman and Lee",1
"Riley, Lane and Chandler",1
"Mccarty, Grant and Mills",1
"Taylor, Wheeler and Mora",1
"Diaz, Jones and Vaughan",1
"Doyle, Cameron and Clark",1
Harrington-Suarez,1
"Jones, Green and Wright",1
"Murray, Scott and Rivas",1
"Evans, Orozco and Clark",1
"White, Kirby and Davis",1
"Garcia, Ramos and Smith",1
"Reyes, Hill and Cantrell",1
"Knox, Graves and Booth",1
"Peters, Perez and Price",1
"Thomas, Vega and Smith",1
Pennington-Elliott,1
"Bennett, Long and Miller",1
"Brown, Evans and Bailey",1
"Meyer, French and Hodges",1
"Wise, Pugh and Cline",1
"Baker, Hall and Kerr",1
"Chapman, Reeves and Sims",1
"Martin, Wilson and Frank",1
Campbell-Mitchell,1
"Branch, Haynes and Hunt",1
"Luna, Rivera and Stevens",1
"Cooper, Wood and Edwards",1
"White, Kelly and Neal",1
"Meyer, Payne and Wade",1
"Pace, Harmon and Wright",1
"Perez, Solis and Gilbert",1
"Young, Fox and Johnston",1
"Wade, James and Estes",1
Trujillo-Mcfarland,1
"Allen, Soto and Johnson",1
"Taylor, Le and Roberts",1
"Roman, Davis and Krueger",1
"Villa, Durham and Brooks",1
"Rhodes, Smith and Wilson",1
"Baker, Jackson and Adams",1
Rodriguez-Nichols,1
"Carter, Moody and Sexton",1
"Myers, Santana and Davis",1
"Frank, Williams and Le",1
"Booker, Johnson and Horn",1
Chambers-Hamilton,1
"Cooper, Lopez and Newman",1
"Rice, Oneal and Moore",1
"Ray, Walsh and Knapp",1
"Obrien, Glenn and Miles",1
"Wallace, Smith and Brown",1
Gonzalez-Dominguez,1
"Moreno, Jones and Smith",1
"Hall, Hudson and Hopkins",1
"Wiley, Soto and Galvan",1
"Hess, Davenport and Yang",1
"Miller, Moses and Black",1
"Nelson, Palmer and Kline",1
"Haney, Stout and Smith",1
"Diaz, Rosales and Kramer",1
"Brennan, Rowe and Cannon",1
"Harmon, Tate and Welch",1
"Ochoa, Jones and Silva",1
"Dean, Price and Stewart",1
"Hayes, Bauer and Gordon",1
Anderson-Mckenzie,1
"Pena, Smith and Young",1
"Evans, Gray and Scott",1
Mccarthy-Gallagher,1
"Houston, Flynn and Tapia",1
"Huynh, Ross and Owens",1
Henderson-Douglas,1
Villarreal-Johnson,1
"White, Malone and Owens",1
"Hood, Estrada and Byrd",1
"Black, Davis and Baker",1
"Brown, Waters and Wood",1
"Cruz, Reilly and Pena",1
"Russell, Case and Cook",1
"Wang, Clark and Stevens",1
"Russo, Reed and Allen",1
"Smith, Wagner and Miller",1
"Carter, Fisher and White",1
"Taylor, Martin and Lopez",1
"Craig, Williams and Cobb",1
Cantrell-Mclaughlin,1
"Roy, Clark and Strong",1
Williams-Christensen,1
"Smith, Garcia and Burke",1
"Gaines, Rogers and Bates",1
"Nguyen, Moore and Smith",1
"Johnson, Horn and Howard",1
"Butler, Stein and Peters",1
"Lyons, Peters and Cooper",1
"Allen, Smith and Patton",1
"Brown, Davis and Santana",1
"Miller, Wu and Perry",1
"Glass, Lee and Fisher",1
"Rivera, Brock and Wise",1
"Yoder, Lambert and Lopez",1
"Barnes, Parker and Rios",1
Barnett-Daugherty,1
"Martin, Wright and Logan",1
"Garner, Smith and Roth",1
"Ruiz, Cruz and Berry",1
"Becker, Hunter and Chan",1
"Riley, Reed and Ramirez",1
"Clark, Davis and Barrera",1
"Berry, Robinson and Bell",1
"Welch, Gross and Johnson",1
"Martin, White and Young",1
Sanchez-Blackwell,1
"Giles, Gomez and Kennedy",1
"Welch, Steele and Jensen",1
"Hughes, Rowe and Beck",1
"Cortez, Bauer and Parker",1
Solomon-Christian,1
"Gallagher, Kim and Holt",1
"Thompson, Jones and Fox",1
"Estes, Perry and Perez",1
"Patel, Moore and Gross",1
"Moss, Tyler and Moore",1
"Murphy, Berg and Guzman",1
"Coleman, Riley and Liu",1
"Ruiz, Chen and Miller",1
"Jones, Brown and Brown",1
"Abbott, Carter and Vance",1
"Rios, Liu and Cummings",1
"Hobbs, Young and Powell",1
Phillips-Campbell,1
"Murphy, Davis and Smith",1
"Garcia, Cantu and Peters",1
"Leon, Maddox and Harmon",1
"Dennis, Beasley and Dunn",1
"Bell, Kelley and Rivera",1
"Davis, Dawson and Scott",1
"Ingram, Ochoa and Jones",1
"Schultz, Davis and Bell",1
"Harper, Lee and Morgan",1
"Brown, Gomez and Gibson",1
"Lee, Rodriguez and Soto",1
Hernandez-Stephens,1
"Smith, Rivas and Scott",1
"Acosta, Wells and Hall",1
"Rose, Reyes and Mercer",1
"Lewis, Glenn and Lopez",1
Andersen-Stephens,1
"Walker, Young and Dawson",1
"Hart, Tran and Rogers",1
"Barr, Rivera and Everett",1
"Dean, James and Smith",1
"Kelly, Coffey and Burke",1
"Nelson, Brown and Bailey",1
"Miller, Davis and Bishop",1
"Bishop, Jones and Torres",1
Hamilton-Gonzales,1
"Norman, Heath and Perez",1
"Waters, Mathews and Ward",1
Hamilton-Mcdonald,1
"Berry, Smith and Bullock",1
"Perez, Gibbs and Martin",1
"Myers, Payne and Wilson",1
"Mercado, Pena and Warner",1
Martinez-Harrison,1
"Wang, Johnson and Powers",1
"White, Walters and King",1
"Lutz, Leblanc and Hodges",1
"Carey, Davis and Norton",1
"White, Torres and Lopez",1
"Mccoy, Cox and Hoffman",1
"Murphy, Owen and Becker",1
Herrera-Henderson,1
"Gay, Matthews and Evans",1
"Mack, Hayden and Wilson",1
"Turner, Scott and Clark",1
"Thompson, Lee and Hall",1
"Horn, Johnson and Barnes",1
"Obrien, Kennedy and Lamb",1
Patterson-Mclaughlin,1
"James, Dodson and Davis",1
"King, King and Watson",1
"Kelly, Barker and Webb",1
"Keller, Hardy and Nelson",1
"Nichols, Byrd and Jordan",1
"Lin, Lutz and Brown",1
"Downs, Silva and Lester",1
"Munoz, Heath and Lewis",1
"Matthews, Smith and Gray",1
"Brown, Warren and Smith",1
Valencia-Mcintosh,1
"Hicks, Mooney and Brooks",1
"Day, Garcia and Miller",1
"Cohen, Becker and Mendez",1
"Dean, Bell and Knight",1
Nichols-Montgomery,1
"James, Carlson and Hall",1
"Jackson, Walker and Hill",1
"Kent, Tucker and Hunt",1
"Jones, Wiggins and Henry",1
"Miller, Branch and Gross",1
"Reeves, Norris and Blair",1
"Dixon, Gross and Bailey",1
"Riggs, Anderson and Gray",1
"Holt, Berry and Hubbard",1
"Moody, Ross and Hobbs",1
"Johnson, Butler and Bray",1
"Cole, Fisher and Nguyen",1
"Green, Pierce and Ball",1
"Long, Cole and Russell",1
"Moses, Bell and Lowe",1
"Todd, Gross and Vance",1
"Parker, Weaver and Wolf",1
"Olsen, Meyer and Wu",1
"Davis, Rhodes and Walker",1
"Gonzalez, Curry and Ford",1
"Quinn, Hart and Taylor",1
"Colon, Mann and Payne",1
"Hardy, Garcia and Lewis",1
"Perez, Fuller and Carter",1
"Evans, Cohen and Jordan",1
"Fisher, Rose and White",1
Mullins-Fitzgerald,1
"Kelley, James and Harris",1
Mccarthy-Martinez,1
Mcdonald-Stafford,1
"Harper, Gray and Smith",1
Martinez-Mcknight,1
"Garza, Bush and Woodard",1
"Lewis, Pratt and Mahoney",1
"Andersen, Bond and Carr",1
"Bryant, Brown and Gibson",1
"Shaw, Thompson and Costa",1
"Ashley, Andrade and Luna",1
"Cummings, Fry and Perez",1
"Tyler, Stanley and House",1
"Diaz, Ramirez and Gibson",1
"Yang, Miller and Hopkins",1
Wilkerson-Alexander,1
"Allen, Jarvis and Haney",1
"Walker, Hill and Garza",1
"Yoder, Clark and Howard",1
"Jones, Johnson and Stone",1
"Ware, Bender and Kelly",1
"Davis, Medina and Hill",1
"Bush, Jenkins and Dalton",1
"Baker, Parks and Adams",1
"Duncan, Snyder and Rojas",1
"Lynn, French and Conner",1
"Olson, Nguyen and Ramos",1
"Pollard, Hunter and Lee",1
"Ramsey, Nguyen and Owen",1
Fitzgerald-Castaneda,1
"Nunez, Smith and Steele",1
"Snow, Hanna and West",1
Robertson-Johnston,1
"Grant, King and Johnson",1
Ferguson-Singleton,1
Fitzgerald-Thompson,1
"Lee, Walls and Johnson",1
Rodriguez-Stevens,1
"White, Gilbert and Jones",1
"Turner, Harding and Ruiz",1
"Gomez, Craig and Charles",1
"Smith, Garcia and King",1
"Lewis, Melton and Garza",1
"Baldwin, Boyer and Meyer",1
"Torres, Heath and Morton",1
"Brown, Cruz and Casey",1
"Thomas, Nguyen and Walsh",1
"Hendrix, White and Smith",1
"Larson, Wu and Carter",1
"Summers, Burton and Gray",1
"Gutierrez, Price and Cox",1
"Smith, Prince and Smith",1
"Price, Boyle and Rich",1
"Levine, Lopez and Moore",1
"Garcia, Hall and Johnson",1
"Hawkins, Nguyen and Hill",1
"Walker, Lowe and Mann",1
"Brown, Colon and Hayden",1
"Rose, Taylor and Haney",1
"Martin, Mccoy and Jones",1
"Jones, Osborne and Glenn",1
"Cummings, Gray and Cross",1
Carroll-Alexander,1
"Morton, Maddox and Bowen",1
"Campbell, Brown and Hill",1
"Roberts, Reid and Flores",1
"Mendoza, Dean and Lee",1
"Wells, Holmes and Wright",1
Alexander-Mitchell,1
"Shea, Baker and Coffey",1
"Wilson, Jones and Brown",1
"Patel, Rice and Jones",1
"Wilson, Allen and Pena",1
"Kennedy, Payne and Pena",1
Thompson-Hamilton,1
"Page, Thompson and Gross",1
"Harris, Bell and Cook",1
"Wood, Koch and Wood",1
"George, King and Brown",1
Shepherd-Williams,1
"Jones, Silva and Hill",1
"Smith, Archer and Jones",1
"Blake, Wolf and Barber",1
"Reed, Hansen and Brown",1
"Ball, Kim and Andersen",1
"Wiley, Jones and Shelton",1
Strickland-Marshall,1
"Adams, Bush and Howard",1
"Welch, Warren and Bell",1
"Moreno, Rose and Bullock",1
"Hicks, Wall and Davis",1
"Harris, Wang and Clark",1
"Hughes, Sexton and Mckay",1
"Hardin, Mcgee and Wilson",1
"Smith, Finley and Jones",1
"Young, Ortiz and Guerra",1
"Weber, Nguyen and Hall",1
"Brown, Carroll and Duke",1
"Gomez, Villegas and Rios",1
"Baker, Yates and Nguyen",1
"Payne, Berg and Chavez",1
"Hill, Kim and Castro",1
"Boyd, Nguyen and Burch",1
"Torres, Cox and Foley",1
"May, Foster and Matthews",1
"Romero, Coleman and Orr",1
"Nguyen, West and Mills",1
"Wells, Evans and Dean",1
"Sims, Rodriguez and Bell",1
"Moore, Welch and Nolan",1
"Smith, Sloan and Ray",1
"Hawkins, Becker and Ward",1
"Carter, Ponce and Morris",1
"Walker, Lee and Brown",1
"Williams, Lynch and Ryan",1
"Perry, Greer and Harris",1
"Smith, Wright and Smith",1
"Beck, Snyder and Smith",1
Shepherd-Bradshaw,1
"Stevens, Heath and Kelly",1
"Young, Avila and Evans",1
"Jones, Wilson and Brown",1
"Gonzalez, Cruz and Allen",1
Bradley-Alexander,1
Washington-Townsend,1
"Adams, Ramos and Sharp",1
"Green, Jones and Ramirez",1
"Stewart, Hill and Gamble",1
"Ramos, Brown and Wallace",1
"Baker, Wood and Allison",1
"Powell, Hull and Bentley",1
"Buck, Murphy and Cherry",1
"Bruce, Jackson and Moses",1
"Holmes, Sims and Ramirez",1
"Kirk, Aguirre and Knight",1
"Ortiz, Knox and Gaines",1
"Clark, Fox and Rivera",1
"Collins, Chavez and Soto",1
"Warren, Nguyen and Sims",1
"Zamora, Larson and Bond",1
"Payne, Hood and Farrell",1
"Scott, Moore and Smith",1
"Hill, Melton and Meyer",1
"Diaz, Berg and Garcia",1
"Chang, Lam and Wiggins",1
"Taylor, Vargas and Hood",1
"Fox, Wood and Taylor",1
"Lara, Benson and Wilson",1
"Wolf, Ball and Chan",1
"Garcia, Hunt and Cross",1
"Diaz, Powers and Johnson",1
"White, Yu and Davis",1
"Martin, Scott and Best",1
"Fox, Lewis and Morris",1
"Austin, Foster and Cole",1
"Smith, Patrick and Sims",1
Howard-Villarreal,1
"Diaz, Cox and Fowler",1
"Santos, Pope and Baldwin",1
"Jones, Howell and Davis",1
"Leonard, Wells and Knapp",1
Velasquez-Schneider,1
"Glass, Murphy and Barnes",1
"Bryan, Brown and Kelly",1
"Miller, Sanchez and Chen",1
"Adams, Ramirez and Morse",1
"Huff, Davis and Smith",1
"Scott, Walker and Hall",1
"Moore, Miller and Allen",1
"Brewer, Craig and Rogers",1
"Moore, Owens and Petty",1
"Douglas, Lamb and Kelly",1
Morrison-Valentine,1
"Rice, Ross and Mccann",1
"Turner, Brown and Perez",1
"Powell, Hill and Adams",1
"Owens, Morris and Barnes",1
Williamson-Webster,1
"Roman, Sanchez and Long",1
"Roach, Austin and Mccoy",1
"Banks, Garcia and Berry",1
"Sharp, Hardy and Coleman",1
Williams-Chandler,1
"Hogan, Davis and English",1
"Benton, Cook and Fry",1
Martinez-Mitchell,1
"Cooper, Cannon and Cruz",1
"Jones, Wolfe and Cox",1
"Bell, Warner and Green",1
"Drake, May and Brown",1
"Yates, Brown and Carter",1
"Cooper, Ward and Smith",1
"Mason, Kelly and Barnett",1
"Wong, Holmes and Powers",1
"Durham, Mcgee and Acosta",1
Kennedy-Williamson,1
"Neal, Morris and Hall",1
Rodriguez-Caldwell,1
"Vega, Lopez and Steele",1
"Jones, Baldwin and Payne",1
"Park, Peters and Odom",1
"Lewis, Smith and Spencer",1
"Jackson, Grant and Hill",1
"Potter, Smith and Brown",1
"Olson, Fisher and Gordon",1
"Johnson, Allen and Smith",1
"Wheeler, Evans and Mills",1
"Ellis, Moore and Hoffman",1
Williamson-Wilson,1
"Moore, Reese and Brooks",1
Chandler-Jennings,1
"Duran, Shepard and Lee",1
"Medina, Shaw and Hines",1
"Jensen, Webb and Gardner",1
"Meyers, Buck and Carter",1
"Collins, Hill and Jones",1
"Rojas, Mann and Lee",1
"Taylor, Duke and Yoder",1
"Becker, Wilson and Baird",1
Pennington-Campbell,1
"Tapia, Gray and Chan",1
"Smith, Nash and Collins",1
Washington-Williams,1
"Lee, Brown and Morrow",1
"Long, Cox and Frank",1
"Morris, Ross and Douglas",1
"Camacho, James and Mann",1
"Jenkins, Berry and White",1
"Sloan, Ruiz and Whitaker",1
"Ochoa, Howell and Mccoy",1
"Hardy, Hall and Knight",1
"Perkins, Smith and Ellis",1
Hernandez-Villarreal,1
"Moyer, Sanders and Clay",1
"Hobbs, Hanson and Cook",1
"Coleman, Lara and Brown",1
"Weber, Small and Warren",1
Guerrero-Hatfield,1
"Morris, Khan and Johnson",1
"Walker, Gomez and Howard",1
"Fields, Combs and Bryant",1
"Ruiz, Torres and Brown",1
"Hill, Montoya and Mora",1
"Williams, Hill and Sloan",1
"Cannon, Hunt and Duke",1
"Chavez, Perez and Davis",1
"Hill, Scott and Martinez",1
"Baker, Weeks and Daniels",1
"Mcgee, Porter and Rivas",1
"Rose, Owen and Alexander",1
"Scott, Lee and Patterson",1
"Brown, Miller and Vance",1
"Dennis, Jones and Wilcox",1
"Jordan, Harvey and Cole",1
"Tyler, Newman and Evans",1
"Evans, Buck and Bennett",1
"Gross, Green and Lopez",1
"Gregory, Myers and Welch",1
"Grant, Holmes and Jordan",1
"Neal, Rich and Valdez",1
"Nunez, Howard and Daniel",1
Campbell-Campbell,1
"Garcia, Stewart and Rose",1
"Lewis, Hickman and Lam",1
"Jones, Hughes and Gray",1
"Jackson, Bolton and Key",1
"Garcia, Franklin and May",1
Rodriguez-Washington,1
"Long, Ramirez and Short",1
"Holland, Wallace and Fox",1
"Cook, Fields and Lee",1
"Myers, Munoz and Reid",1
"Shaw, Brooks and Baker",1
"Harris, James and Page",1
"Salazar, Chung and Silva",1
"Lane, Atkins and Allen",1
"Meyer, Ayala and Bishop",1
"Davis, Lewis and Myers",1
"Rice, Murphy and Johns",1
"Davis, Bell and Morris",1
"Pham, Tran and Miller",1
"Keller, Lowe and Johnson",1
"Holt, Vaughan and Reeves",1
"Green, Boyd and Weber",1
"Gray, Welch and Brown",1
"Walker, Hill and Ferrell",1
"Lynch, West and Wright",1
"Maddox, Garcia and Hurst",1
"Jimenez, Hardy and Bell",1
"Park, Edwards and Ruiz",1
"Alvarez, Byrd and Ritter",1
"Hancock, Gordon and Lang",1
"Boyd, Schneider and Cook",1
"Doyle, Torres and Moore",1
"Turner, Scott and Nelson",1
Villarreal-Griffin,1
"Valdez, Smith and Munoz",1
"White, Carter and Clark",1
"Garner, Smith and Garcia",1
"Palmer, Shelton and Ross",1
"Boyd, Malone and Miller",1
"Reed, Hawkins and Smith",1
"Baker, Wu and Watson",1
Hendricks-Chambers,1
"Mann, Hill and Frederick",1
Gallegos-Williams,1
"Parks, Dennis and Bell",1
Robinson-Anderson,1
"Vaughn, Beck and Jimenez",1
"Lowe, Kennedy and Young",1
Hernandez-Blanchard,1
"Ramos, Mack and Jackson",1
"Gordon, Solis and Wagner",1
"Kane, Cox and Durham",1
"Brewer, Lee and Hanna",1
"Gomez, Hamilton and Lynn",1
"Todd, Schmidt and Bryant",1
"Pitts, Tucker and Pratt",1
Gutierrez-Mcpherson,1
"Payne, Adams and Haley",1
"Meyers, Smith and Silva",1
"West, Lyons and Phillips",1
"Pacheco, Perkins and Ray",1
"Parker, Bryant and Shaw",1
"Wolf, Smith and Chen",1
"Gordon, Morris and Smith",1
"Gordon, Colon and Zuniga",1
"Evans, Lee and Martinez",1
Bridges-Montgomery,1
"Kelly, Wells and Mccann",1
"Bell, Thomas and Wells",1
"Carey, Herrera and Hayes",1
"Lane, Jones and Nelson",1
Sanford-Harrington,1
"Gordon, Gregory and Howe",1
Phillips-Mitchell,1
"Smith, Perkins and Bell",1
"Cole, Baker and Beck",1
"Byrd, Osborne and Knight",1
"Logan, White and Mills",1
"Hines, Lopez and Lee",1
"Jones, Johnson and Hall",1
"Ramsey, York and Moore",1
"Davis, Sharp and Rodgers",1
Schneider-Thompson,1
"Wood, Jones and Wood",1
"Davis, Lee and Gordon",1
"Kramer, Webb and Flores",1
Freeman-Richardson,1
"Hall, Moreno and Vargas",1
"Reed, Davis and Santiago",1
"Roy, Murphy and Stanley",1
"Gibson, Lopez and Turner",1
"Yates, Le and Allen",1
"Brown, Simmons and Mills",1
"Hall, Harrell and Young",1
"Nash, Bryant and Hanson",1
"Reid, Rodriguez and Khan",1
"Scott, Francis and Novak",1
Bradshaw-Stafford,1
"White, Huang and Mcgrath",1
"Douglas, Duffy and Bell",1
"Smith, Jones and Ford",1
"Brock, Briggs and Cruz",1
"Wilson, Hall and Wang",1
"Jones, Little and Pineda",1
"Woods, Turner and Grant",1
"Miller, Garcia and Curry",1
"Miller, Jones and Martin",1
"Terry, Kelly and Clarke",1
"Duncan, Baker and Rice",1
