merchant_name,avg_txn_value
"Fernandez, Gonzalez and Lopez",2388.61
Figueroa-Gonzalez,2388.56
Blackwell-Miller,2388.54
"Price, Travis and Taylor",2388.51
"Gould, Avila and Barton",2388.48
Watson LLC,2388.389090909091
Schmidt-Sandoval,2388.38
"Wheeler, Hawkins and Salas",2388.33
Barron Group,2388.193333333333
Mitchell-Perez,2388.19
Stone LLC,2388.095
"Villarreal, Perez and Andrews",2388.04
Roach and Sons,2388.02
Martin-Abbott,2387.98
"Ray, King and Phillips",2387.94
"Clark, Mayer and Thomas",2387.9
Hernandez-Norris,2387.88
Lopez-Rice,2387.81
"Todd, Wolfe and Davis",2387.66
Rivera-Nguyen,2387.65
Shea and Sons,2387.605
Bowers-Hudson,2387.51
"Fischer, Henry and Jackson",2387.47
"Baker, Mejia and Smith",2387.46
"Robinson, Bowen and Wilson",2387.42
Farrell-Webb,2387.39
Mercado Group,2387.3599999999997
"Ho, Ellis and Pierce",2387.3
"Hayes, Hutchinson and Osborne",2387.16
"Kelley, Stout and Gutierrez",2387.09
"Turner, Alvarado and Moyer",2387.07
"Ward, Howard and Nolan",2386.92
"Sanford, Lawrence and Wilcox",2386.91
Schultz-West,2386.87
Hawkins-White,2386.79
Stewart-Figueroa,2386.75
Willis and Sons,2386.554
"Gonzalez, Allen and Leach",2386.53
"Holland, Marks and Maldonado",2386.52
Richardson-Richardson,2386.51
"Garcia, Terry and Gutierrez",2386.45
"Fuller, Barnett and Cook",2386.18
Sanchez-Franklin,2386.065
"Walker, Nielsen and Peters",2385.88
Velasquez-Lawson,2385.86
Werner-Ramos,2385.84
"King, Guerra and Taylor",2385.81
"Johnson, Walsh and Brown",2385.8
Conway-Gutierrez,2385.8
Garcia-Lee,2385.76
Bailey and Sons,2385.733333333333
Pruitt-Anderson,2385.73
Williams-Hays,2385.67
Miller-Roberts,2385.61
Osborne-Martin,2385.56
Johnson-Richardson,2385.545
Stevenson-Jones,2385.48
Patterson-Bell,2385.46
Reed-Cummings,2385.31
Roth and Sons,2385.18
"Gomez, Wall and Merritt",2385.16
Chase and Sons,2385.153333333333
"Proctor, Murphy and Bass",2385.14
Marshall Group,2385.066
"Harrison, Reed and Faulkner",2385.03
"Summers, Owens and Morales",2384.84
"Bryan, Carpenter and Brandt",2384.78
"Neal, Johnson and Martin",2384.72
"Carr, Miller and Smith",2384.65
Navarro-Mora,2384.62
"Banks, Griffin and Bowman",2384.61
Castro LLC,2384.355
Cooper-Anderson,2384.13
Cervantes Inc,2384.0299999999997
Lowery Group,2383.96
Harris Group,2383.9278947368416
Berger and Sons,2383.923333333333
"Campbell, Larsen and Woods",2383.91
"Erickson, Williams and King",2383.89
Sellers-Kelly,2383.89
Harris-Ray,2383.85
Petersen Group,2383.676
"Soto, Richmond and Duncan",2383.66
"Fox, James and Leblanc",2383.61
Chung-Perez,2383.55
"Fox, Larson and Burns",2383.54
"Wilkerson, Howard and Braun",2383.49
"Davis, Nolan and Ferguson",2383.38
"Lee, Medina and Price",2383.27
Mckay LLC,2383.27
Aguilar-Armstrong,2383.12
Gomez PLC,2382.9991666666665
"Blackwell, Underwood and Braun",2382.95
"Williams, Petersen and Carey",2382.95
"Chavez, Perez and Davis",2382.9
"Lewis, Morse and Randolph",2382.88
"Parks, Riley and Cummings",2382.88
Johnson-Mann,2382.68
Cardenas-Hammond,2382.62
"Waters, Rios and Williams",2382.58
"Martinez, Barton and Simmons",2382.57
"Robinson, Arnold and Santiago",2382.56
"Pearson, Jordan and Carr",2382.55
"Gutierrez, Morgan and Jackson",2382.43
Richmond PLC,2382.42
Lewis LLC,2382.4147826086964
Vincent-Davidson,2382.37
"Hunter, Moore and Foley",2382.26
Huffman-Thompson,2382.15
"Bowen, Hart and Vega",2382.13
"Marks, Jackson and Simpson",2382.1
"Mitchell, Murphy and Collins",2382.07
Wilson-Gonzalez,2382.065
Bryant Ltd,2382.0541666666663
Galloway-Martin,2382.04
Walton-Jefferson,2381.99
Bradley PLC,2381.976666666667
"Carney, Alexander and Landry",2381.95
"Miller, Davis and Harris",2381.94
Kelly-Fisher,2381.81
Middleton PLC,2381.785
Stanton Ltd,2381.68
Hernandez-Lucas,2381.57
Williams-Evans,2381.55
Miller-Lyons,2381.52
Brown-Murphy,2381.465
Fitzgerald-Mcdowell,2381.42
"Curry, Holmes and Higgins",2381.36
"Harris, Baker and Wilson",2381.33
Ross-Hale,2381.33
"Sanford, Todd and Cunningham",2381.28
Hall-Bonilla,2381.01
Lutz-Quinn,2380.94
Conley LLC,2380.925
Orozco-Chase,2380.76
Yang-Golden,2380.75
Brown-Coleman,2380.73
"Dawson, Hodges and Jimenez",2380.59
"Peterson, Vasquez and Duarte",2380.48
"Williams, Adams and Collier",2380.47
King-Smith,2380.455
Moore PLC,2380.407446808511
Rodriguez-Valdez,2380.22
"Kelly, Riley and Fox",2380.21
Ball Group,2380.1749999999997
Flynn LLC,2380.153333333333
"Gallagher, White and Gregory",2380.05
Levine PLC,2380.05
Perez-Douglas,2379.97
Allen-Wiggins,2379.97
"Ramirez, Harrison and Blair",2379.95
Pena Inc,2379.9300000000003
Shelton-Johnson,2379.87
"Vance, Howard and Crane",2379.84
Stevenson-Ferguson,2379.83
Koch Group,2379.7999999999997
"Barr, Duncan and Mckinney",2379.79
Mcdonald Group,2379.7850000000003
Davis-Reilly,2379.76
Cummings-Morris,2379.76
Ferrell-Bryant,2379.71
"Chen, Riggs and Dominguez",2379.68
"Sandoval, Payne and Murphy",2379.66
Lopez-Miller,2379.5933333333337
"Higgins, Allen and Koch",2379.54
Williams-Sutton,2379.475
Valencia-Smith,2379.455
Woodard LLC,2379.39
"Vance, Miller and Thomas",2379.38
Hughes-Pierce,2379.375
Hunter-Rogers,2379.37
Leonard-Taylor,2379.3
Norton-Taylor,2379.29
Williams-Thomas,2379.2733333333335
"Morris, Clark and Cooper",2379.23
Griffith-Kelley,2378.87
Lopez-Krueger,2378.69
Nelson-James,2378.6400000000003
"Walsh, Sullivan and Diaz",2378.6
"Peters, Huffman and Hensley",2378.59
Simmons-Mcdonald,2378.58
Hawkins Inc,2378.5175
Quinn LLC,2378.465
Carey Group,2378.4275
"Ware, Silva and Wheeler",2378.29
Nguyen Group,2378.2864285714286
Hess PLC,2378.2085714285713
"Wilson, Gray and Williams",2378.01
Simmons-Smith,2377.99
"Robbins, Wells and Mitchell",2377.93
Johnson Inc,2377.8852688172046
"Robinson, Diaz and Solis",2377.87
"Graham, Hutchinson and Lawrence",2377.84
Shannon-Freeman,2377.82
Esparza PLC,2377.8199999999997
Hodge and Sons,2377.7825000000003
"Harris, Harrison and Taylor",2377.76
"Schultz, Gardner and Middleton",2377.73
"Flores, Ashley and Murphy",2377.68
"Anderson, Thompson and Yang",2377.62
Horton PLC,2377.561666666667
"Paul, Harvey and Kaiser",2377.5
Holmes-Crawford,2377.45
"Benson, Gonzalez and Hernandez",2377.32
Miller-Newton,2377.3
Morgan PLC,2377.2766666666666
Mata-Robinson,2377.25
"Williams, Delgado and Payne",2377.24
Brooks-Johnson,2377.21
Price-Brooks,2377.19
Barnes and Sons,2377.0990909090915
Mcgrath-Arnold,2377.08
Clark-Bullock,2377.06
"Thomas, Moore and Jones",2377.05
Oneill Group,2377.03
Marsh-White,2376.98
Oconnell Inc,2376.976666666667
"Franklin, Brown and Williams",2376.85
"Sutton, Young and Robinson",2376.73
Arias Inc,2376.64
"Pierce, Maldonado and Myers",2376.56
"Stevens, Thomas and Vega",2376.56
"Short, Mcclain and Powers",2376.48
Reynolds-Martin,2376.48
"Davis, Weaver and Bates",2376.43
"Smith, Santiago and Novak",2376.37
"Smith, Franco and Taylor",2376.3
Lopez and Sons,2376.1505714285718
"Calderon, Orozco and Mills",2375.95
Navarro-Gutierrez,2375.88
Jefferson-Turner,2375.88
Moreno and Sons,2375.875833333334
Thompson-Woodard,2375.73
"Alvarez, Ochoa and Clarke",2375.72
Fernandez-Wells,2375.68
Powell-Burke,2375.6
Wilson-Lamb,2375.5
"Wang, Miller and Brady",2375.35
Williams-Rivas,2375.33
Dyer-Nolan,2375.27
Sandoval-Waters,2374.91
Yu-Becker,2374.82
Vazquez Ltd,2374.765
"Brown, Green and Figueroa",2374.73
"Peters, King and Turner",2374.72
"Miranda, Jackson and Cooper",2374.62
Patel Ltd,2374.6175
Nunez-Humphrey,2374.6
Hernandez-Ibarra,2374.51
James-Kelley,2374.4249999999997
Christensen and Sons,2374.4166666666665
Holt Group,2374.385
Rose Group,2374.38
Nunez-Nelson,2374.19
Brown PLC,2374.1478260869576
Smith-Hoffman,2374.11
Smith-Horton,2374.02
"Parker, Ortiz and Ortiz",2373.88
Bright-Shaffer,2373.78
"Thomas, Simmons and Richard",2373.76
Campos-Reese,2373.7
Aguilar PLC,2373.7
"Peterson, Scott and Hebert",2373.65
Keith-Wilson,2373.53
"Lowery, Wagner and Simpson",2373.43
"Walters, Stevens and Cruz",2373.39
"Benson, Brown and Peterson",2373.31
Landry PLC,2373.27
Walton-Gardner,2373.18
"Lawrence, Powers and Butler",2373.13
Roman-Munoz,2373.04
Robinson Group,2373.036111111111
Smith-Lewis,2372.975
Strickland-Sanders,2372.88
"Olson, Simmons and Love",2372.8
Perez-Hamilton,2372.78
Carter-Scott,2372.735
"Guerrero, Williams and Torres",2372.73
Brewer Group,2372.7116666666666
"George, Jackson and Adams",2372.67
Harrington-Chapman,2372.67
Smith-Jordan,2372.5333333333333
"Carter, Farmer and Esparza",2372.51
"Ramirez, Gutierrez and Hayes",2372.49
Le-Montgomery,2372.43
Ford-Brown,2372.33
"Grant, Hubbard and Hutchinson",2372.3
Bond-Avila,2372.28
"Hall, Rogers and Walker",2372.26
Taylor-Berg,2372.26
"Perez, Burns and Leon",2372.24
Bennett and Sons,2372.1386666666667
"Stanley, Saunders and Patterson",2372.13
Mcmillan PLC,2372.062
Patterson-Casey,2372.05
Olsen Ltd,2372.015
Pratt-Rojas,2371.86
Knapp-Lewis,2371.7
Williams-White,2371.65
"Warren, Elliott and Perez",2371.58
"Johnson, Johnson and Compton",2371.48
Schultz-Anderson,2371.4
Aguilar Group,2371.3716666666664
"Mcgrath, Stewart and Chung",2371.23
Wilson-Williams,2371.1400000000003
"Escobar, Gardner and Gonzalez",2371.14
"Young, Johnson and Davis",2371.05
"Mack, Mendez and Bradley",2370.9
"Scott, Spears and Cox",2370.89
Delacruz and Sons,2370.875
Gonzales LLC,2370.841428571429
Clay-Cole,2370.78
"Fernandez, Lewis and Martinez",2370.71
"Cox, Peters and King",2370.7
"Mason, Salazar and Turner",2370.66
"Shaw, Johnston and Sampson",2370.62
"Sharp, Robinson and Davies",2370.59
Galvan LLC,2370.5
Smith-Rodriguez,2370.3655555555556
"Walker, Logan and Williams",2370.31
Friedman and Sons,2370.1466666666665
Turner-Garcia,2370.06
Serrano-Olson,2370.03
Stewart-Anderson,2369.9625
Fields-Lee,2369.81
Reese-Stone,2369.79
Freeman-Thomas,2369.7
Pearson-Rodgers,2369.66
"Hill, Vasquez and Norman",2369.65
Welch-Collins,2369.64
"Barr, Wilson and Barrett",2369.6
"Mills, Lewis and Ibarra",2369.54
"Vasquez, Fuller and Young",2369.47
"Aguirre, Ray and Ortiz",2369.41
Lee-Bradford,2369.24
Newman-Shannon,2369.2
"Dickerson, Peterson and Wood",2369.14
Wright-James,2368.94
"Ford, Bond and Lopez",2368.79
Patel-Morris,2368.63
"Haas, Clark and Wilkerson",2368.53
"Middleton, Raymond and Baker",2368.52
"Branch, Greer and Davis",2368.47
"Martin, Waters and Whitney",2368.36
"Wilcox, Reynolds and Stanton",2368.36
"Decker, Robles and Gates",2368.33
Bailey-Valdez,2368.15
Sullivan-Harris,2368.03
"Crosby, Murphy and Kennedy",2368.02
Santana and Sons,2367.995
Long and Sons,2367.972857142857
Phillips-Hammond,2367.88
Harrington-Brown,2367.86
Miller-Cannon,2367.83
Lewis and Sons,2367.815
Williams-Harris,2367.68
Chavez and Sons,2367.6242857142856
"Garrison, Carlson and Clark",2367.62
Briggs-Lloyd,2367.48
"Harris, Montgomery and Russell",2367.33
Garrett-Davis,2367.27
Aguilar-Reyes,2367.23
Freeman-Rodriguez,2367.21
"Massey, Young and Monroe",2367.2
"Neal, Huff and Flores",2367.04
Savage-Johnson,2366.93
"Estes, Davis and Sanchez",2366.87
Norman-Smith,2366.84
Jarvis Inc,2366.79
"Mitchell, Miller and Allen",2366.59
"Benitez, Moran and Vega",2366.52
Martinez-Ramirez,2366.49
"Richardson, Kane and Reilly",2366.45
Jackson-Murray,2366.24
James-Watkins,2366.1
"Coleman, Rowland and Lindsey",2366.06
"Thompson, Anderson and Christensen",2366.06
"Rivera, Kim and Gallagher",2366.02
"Rubio, Hodges and Flowers",2365.91
"Young, Ward and Patterson",2365.9
Cole-Hansen,2365.86
Barr-Todd,2365.84
"Davidson, Christensen and Williamson",2365.73
"Nelson, Hunter and Webster",2365.66
Greene-Parker,2365.57
"Baker, Flores and Young",2365.4
Parker Inc,2365.2384615384613
Berry-Russell,2365.21
Rhodes-Ross,2365.17
"Murphy, Ellison and Sullivan",2365.16
Brooks-Nelson,2365.15
"Schultz, Johnson and Sanchez",2365.09
"Hodge, Sims and Robles",2364.66
Valentine-Sanchez,2364.61
Torres LLC,2364.4210526315787
"Skinner, Bentley and Lewis",2364.24
"Miller, Pearson and Allen",2364.19
Richards PLC,2363.915
Romero-Johnston,2363.86
Mejia-Wallace,2363.84
Wilson-Brown,2363.615
Garcia-Torres,2363.57
Cervantes-Johnson,2363.5299999999997
"Barker, Roy and Simpson",2363.52
Santana Inc,2363.4900000000002
Herman Inc,2363.485
Shah-Burton,2363.3
Cantrell Inc,2363.295
Oconnell PLC,2363.29
"Diaz, Small and Todd",2363.28
Webster-Mullins,2363.24
Moreno-Johnson,2363.143333333333
King-Allen,2363.1233333333334
"Murphy, Owens and Gardner",2363.05
"Green, Moore and Lopez",2363.03
Rogers-King,2362.98
"Willis, Pace and Oliver",2362.96
"Rodriguez, West and Carney",2362.91
Mcguire-Lawrence,2362.86
Rice-Hanson,2362.85
"Perez, Williams and Garcia",2362.79
Bradley Inc,2362.5777777777776
"Gibson, Smith and Ferguson",2362.53
Bailey-Sandoval,2362.34
Tran Group,2362.3
Giles Ltd,2362.255
"Sanders, Lowe and Summers",2362.17
"Larson, Miller and Walton",2362.09
Johnson-Johnson,2362.07
"Craig, Reyes and Mayer",2362.06
"Howard, Smith and Carpenter",2361.96
Coffey LLC,2361.94
"Monroe, Bailey and Morgan",2361.92
"Giles, Payne and Alexander",2361.92
Palmer-Rodriguez,2361.885
Butler-Hill,2361.815
"Simmons, Adams and Wade",2361.8
Duncan-Brown,2361.7633333333333
"Richardson, Everett and Brown",2361.75
Taylor Ltd,2361.745945945946
Garcia-Pearson,2361.73
"Mcknight, Berry and Miller",2361.71
Bell LLC,2361.493529411765
Mcfarland-Cooper,2361.4
Morgan-French,2361.37
"Rodriguez, Ware and Jackson",2361.35
Brown-Martin,2361.31
Summers-Lopez,2361.31
Phillips-Powell,2360.95
"Gibson, Schmitt and Davis",2360.9
Morrow PLC,2360.82
Frank-Gordon,2360.8
Wright-Padilla,2360.79
Alvarado-Baker,2360.51
"Gibson, Lopez and Turner",2360.4
Gonzalez-Reyes,2360.4
"Carney, Zimmerman and Foley",2360.37
Henry-Howell,2360.25
Smith-Garcia,2360.2344444444443
Fitzpatrick LLC,2360.1966666666663
Robinson-Weber,2360.18
Levy-Noble,2360.1
Henry and Sons,2360.0883333333336
"Nichols, Moore and Jackson",2360.0
"Foley, Armstrong and Hickman",2359.9
Gaines-Williams,2359.86
"Wood, Jones and Wood",2359.85
Diaz-Vargas,2359.83
"Fletcher, Lawson and Mata",2359.82
"Beck, Parker and Spears",2359.82
"Love, White and Martinez",2359.74
"Rodriguez, Hodges and Brown",2359.68
Ingram LLC,2359.5420000000004
Simpson LLC,2359.491666666667
"Evans, Parker and Davis",2359.39
Morris-Lewis,2359.38
"Sanford, Velasquez and Hall",2359.35
Davis-Cochran,2359.34
"Strickland, Fischer and Richardson",2359.26
"Garcia, Hunt and Cross",2359.24
"Lawrence, Andrews and Durham",2359.23
"Fernandez, Garcia and Berger",2359.03
Dawson-Kelly,2358.97
Steele-Savage,2358.91
"Jones, Garcia and Brown",2358.89
"Lopez, Taylor and Jones",2358.81
Lee-Hughes,2358.7850000000003
Thompson-Morrison,2358.74
Mckinney-Bailey,2358.72
Miller-Dickson,2358.6099999999997
"Jones, Smith and Brady",2358.58
Mcclain-Paul,2358.53
"Nguyen, Thompson and Jones",2358.52
Mccormick-Johnson,2358.46
"Mercer, Ramos and Mitchell",2358.43
"Gonzalez, Martin and Kaufman",2358.43
"Smith, Cole and Myers",2358.31
"Hill, Warner and Shaw",2358.27
"Curry, Smith and Martin",2358.23
"Fletcher, Black and Farmer",2358.2
Lane-Jones,2357.97
"Jackson, Wagner and Wang",2357.95
Hernandez-Gray,2357.95
Bowen-Morgan,2357.95
"Baker, Shelton and Acosta",2357.91
Doyle Group,2357.883333333333
"Johnson, Graham and Jennings",2357.62
Ferguson-Ayala,2357.56
Ingram and Sons,2357.5325000000003
Martin-Walker,2357.52
"Burns, Fowler and Mccann",2357.37
Cameron Group,2357.34
Parker PLC,2357.246842105263
"Underwood, Smith and Cruz",2357.19
Carpenter-Ayala,2357.11
"Allen, Henderson and Green",2357.1
Espinoza-James,2357.02
Pena Ltd,2356.9599999999996
Beck and Sons,2356.9466666666667
Reid-Wilson,2356.92
Lamb-Lewis,2356.87
"Webb, Rivera and Griffin",2356.85
"Martinez, Jordan and Pace",2356.83
Owen and Sons,2356.826
Spencer and Sons,2356.744444444445
Owen-Phillips,2356.73
Moore-Hoover,2356.68
"Clark, Daniels and Wright",2356.62
"Johnson, Durham and Chandler",2356.54
"Johnson, Hansen and Lucas",2356.47
Martin-Roberts,2356.47
"Vance, Petersen and Johnson",2356.45
Schultz-Hooper,2356.32
Long-Jimenez,2356.29
"Campbell, Hudson and Carroll",2356.27
Graham and Sons,2356.245384615385
"Davis, Hernandez and Dean",2355.97
Knapp Inc,2355.9
Berg LLC,2355.8900000000003
Collins-Braun,2355.84
Hodges-Cruz,2355.82
Joseph Inc,2355.73375
"Kelly, Lee and Cruz",2355.67
Collier-King,2355.67
Carroll and Sons,2355.6583333333333
"Burton, Herrera and Johnson",2355.6
Henry-Martin,2355.585
Ramirez Inc,2355.5594444444446
"Hood, Miller and Morris",2355.55
Underwood Group,2355.4900000000002
"Kennedy, Jackson and Anderson",2355.46
Holmes-Mendez,2355.34
"Brock, Phillips and Adams",2355.2
"Smith, Wallace and Chase",2355.13
Brown-Harper,2355.08
"Erickson, Greene and Rogers",2355.07
"Cervantes, Baldwin and Hawkins",2355.02
"Conrad, Mueller and Tyler",2354.86
"Ramirez, Davis and Salazar",2354.79
Sandoval-Olson,2354.77
Collins-Williams,2354.67
Bates-Williams,2354.64
Wilson-Foster,2354.585
Santos Group,2354.575
Caldwell-Dalton,2354.39
Tucker and Sons,2354.3399999999997
"Watson, Patton and Valdez",2354.3
Williams-Hobbs,2354.22
Mooney LLC,2354.2
Green Inc,2354.1710000000003
"Fox, Reynolds and Gamble",2354.17
Jensen and Sons,2354.1575000000003
"Wright, Wilson and Robinson",2354.14
Crawford LLC,2354.1119999999996
"Marsh, Barnes and Oconnor",2354.02
Nolan-Maxwell,2354.0
Horne-Brooks,2353.85
Lynch Inc,2353.801111111111
"Holmes, Nelson and Allen",2353.78
Hernandez-Salinas,2353.77
"Mendoza, Smith and Beltran",2353.72
May-Shelton,2353.72
Mercado and Sons,2353.66
Hunt-Johnson,2353.59
Atkins PLC,2353.48
Moreno-Scott,2353.455
Rowland Inc,2353.403333333333
"Foster, Choi and Campbell",2353.18
Henry-Morse,2353.18
Caldwell-Manning,2353.17
Brennan Group,2353.125
"Hunt, Collins and Gibson",2353.12
"Levine, Armstrong and Barber",2353.1
Reed-Johnson,2353.043333333333
Marshall-Sullivan,2353.03
"Lopez, Griffin and Lee",2352.85
"Pittman, Frederick and Franklin",2352.77
Ford Group,2352.745
Wiggins-Gordon,2352.7
"Davis, Riley and Norton",2352.59
Mann-Garcia,2352.55
Gordon-Ferguson,2352.44
"Hughes, Montoya and Lee",2352.38
Barnes-Roth,2352.38
Williams-Hughes,2352.2833333333333
Davis Group,2352.2518367346947
Gonzales Ltd,2352.2485714285717
"Marsh, Myers and King",2352.22
Pennington LLC,2352.1833333333334
Simpson-Pearson,2352.16
Whitehead-Johnson,2352.15
"Perez, Chen and Kelley",2352.09
"Wilcox, Valencia and Owens",2352.04
Pearson PLC,2351.9166666666665
Mills-Schroeder,2351.91
Wong-Bradshaw,2351.81
Sexton-Spencer,2351.54
"Jacobs, Tran and Morris",2351.53
Bailey Inc,2351.3820000000005
"Ford, Huffman and Jensen",2351.38
Wood-Khan,2351.34
Campbell-Rosales,2351.34
Brown-Carson,2351.19
"Hughes, Williams and Lopez",2351.18
Church-Brown,2351.16
"Obrien, Gibson and Wolf",2351.09
Baker-Cruz,2351.06
Valenzuela-Howard,2351.05
Brock Ltd,2351.02
Mason-Strickland,2350.95
Scott-French,2350.89
Crawford Group,2350.8433333333332
Villegas-Brady,2350.61
"Terry, Wilson and Pacheco",2350.51
"Ramirez, Lee and Hooper",2350.51
Freeman-Dalton,2350.37
Sloan PLC,2350.305
Valentine-Thomas,2350.3
"Liu, Juarez and Yoder",2350.28
Vaughan Group,2350.0833333333335
Miller-Cochran,2350.05
Rodriguez-Garcia,2350.035
"Wilson, Jackson and Mendoza",2349.97
Owens-Todd,2349.97
"Lucas, Baker and Wilson",2349.87
"Allen, Brown and Simon",2349.87
"Walters, White and Sullivan",2349.86
"Pierce, Martinez and Rowland",2349.76
"Hoover, Young and Briggs",2349.76
"Kim, Clarke and Rivera",2349.4
"Greene, Cook and Welch",2349.35
Dorsey Group,2349.235
Charles LLC,2349.214
"Martin, Hansen and Carter",2349.14
"Carroll, Webb and Vega",2349.1
Mccoy-Edwards,2349.08
"Hartman, Parker and Buckley",2348.98
"Garcia, Lucas and Miller",2348.98
"Khan, Hill and Beck",2348.96
Martinez-Robinson,2348.9019999999996
"Gonzalez, Smith and Meadows",2348.75
Carter-Ferguson,2348.72
Bates Group,2348.66625
French-Carpenter,2348.66
"White, Richardson and Ross",2348.64
Craig-Chung,2348.52
Humphrey and Sons,2348.3866666666668
Conrad-Duke,2348.35
Molina-Murphy,2348.21
"Paul, Castillo and Burnett",2348.2
"Hanson, Green and Lopez",2348.19
Foley-Khan,2347.96
"Arnold, Fisher and Thomas",2347.94
"Delacruz, Mcbride and Jackson",2347.93
"Donovan, Jimenez and Davis",2347.78
"Thomas, Glass and Harding",2347.71
"Boyd, Dawson and Gillespie",2347.62
Brady-Johnson,2347.59
Howell PLC,2347.5833333333335
"Jacobs, Cobb and Green",2347.56
"Morton, Clark and Castro",2347.52
Sheppard PLC,2347.472
Reed-Thomas,2347.47
Mason-Orr,2347.3
"Warner, Rios and Ryan",2347.16
"Cook, Garcia and Knight",2347.13
Hawkins Ltd,2347.0485714285714
"Henderson, Robertson and Carr",2347.02
Eaton-Lucas,2347.01
Schmidt-Johnson,2346.9733333333334
Young-Villa,2346.89
Ward-Moore,2346.645
Wilson-Grant,2346.645
"Thompson, Lee and Ramos",2346.59
Burch-Garcia,2346.48
"Blake, Montgomery and Jones",2346.21
"Montoya, Harris and Lee",2346.1
Moran-Williams,2346.08
"Morgan, Scott and Glover",2346.07
Carpenter-Montgomery,2346.04
Weaver-Sweeney,2345.97
"Sims, Tanner and Walker",2345.82
Daniels-Price,2345.73
Payne-Smith,2345.68
"Weber, Thomas and Lewis",2345.66
Abbott PLC,2345.5875
"Walker, Castillo and Moon",2345.55
Johnson-Nunez,2345.53
Perez Ltd,2345.5190625
Charles Ltd,2345.43
Jacobson Inc,2345.4
"Blake, Alexander and Murphy",2345.33
"Glenn, Daugherty and Simon",2345.3
Turner-Harmon,2345.2900000000004
Williams-Johnson,2345.2400000000002
Kelly-Taylor,2345.18
"Morris, Edwards and Poole",2345.1
"Carr, Walls and Wagner",2345.07
Whitehead Ltd,2344.9933333333333
"Malone, Thomas and Smith",2344.97
Harper-Brooks,2344.84
Cantrell and Sons,2344.616666666667
Hernandez-Newman,2344.54
"Davenport, Martinez and Gonzalez",2344.51
Frazier Inc,2344.49
Knapp and Sons,2344.48
Gross-Welch,2344.48
"Turner, Butler and Perez",2344.44
"Porter, Reilly and Lawrence",2344.32
"Banks, Baker and Clark",2344.05
Rodriguez-Mcdowell,2344.04
Kelley-Case,2344.03
"Jones, Clark and Miller",2343.86
"Fernandez, Hansen and Shelton",2343.85
Baldwin LLC,2343.808333333333
"Greene, Reynolds and Black",2343.8
Dixon Group,2343.694
Vincent Group,2343.56
Nicholson-Graham,2343.16
"Hayes, Taylor and Martin",2343.02
"Jones, Hopkins and Hartman",2342.94
"Rose, Jones and Stone",2342.94
Leon-Ho,2342.86
Vega Ltd,2342.778571428571
Martinez Ltd,2342.7573170731707
"Castro, Harris and Wise",2342.61
"Mclaughlin, Gray and Moore",2342.59
Hardy-Morgan,2342.41
"Turner, Molina and Nelson",2342.37
Matthews-Carter,2342.33
Gomez-Hernandez,2342.21
Harris Inc,2342.197714285714
Sandoval-Garcia,2342.08
Sandoval-Henry,2342.04
"Francis, Ruiz and Rogers",2342.03
Carrillo-Watkins,2342.0
Reed Inc,2341.946
"White, Ferrell and Reeves",2341.94
Kelley-Stanley,2341.92
Tapia LLC,2341.8500000000004
Mendoza-Lin,2341.85
Johnson-Velasquez,2341.77
"Gomez, Butler and York",2341.71
Hutchinson Inc,2341.6833333333334
Ramos-Rodriguez,2341.56
Larson-Smith,2341.45
Williams Group,2341.3889189189194
"Rhodes, Rivera and Harris",2341.38
"Williams, Jones and Ford",2341.38
Mueller-Cunningham,2341.37
Wright Group,2341.2259999999997
Grimes Ltd,2341.2233333333334
Andrews Ltd,2341.2
Henson and Sons,2341.115
"Chan, Kennedy and Velez",2340.94
Wood and Sons,2340.9163636363633
Page Inc,2340.8139999999994
"Woods, Kelley and Gonzalez",2340.78
"Griffith, Walker and Smith",2340.64
"Lowe, Carter and Mullen",2340.53
"Riley, Mendoza and Schneider",2340.26
Hurley Inc,2340.2374999999997
"Cannon, James and Cole",2340.15
Davis-Young,2340.1433333333334
Arnold Inc,2340.0559999999996
"Jones, Hall and Blair",2339.94
Gonzalez-Roach,2339.83
"Mcdonald, Larson and Sawyer",2339.74
Evans-Suarez,2339.71
Vasquez Ltd,2339.5075
Armstrong-Ray,2339.46
"Smith, Collins and Powell",2339.41
Reyes-Mccann,2339.36
Owens-Turner,2339.27
Collier and Sons,2339.2166666666667
Shepard and Sons,2339.2
Collins-Holden,2339.15
Hampton-Lopez,2339.1
Chambers PLC,2339.0728571428567
"Rogers, Diaz and Fitzpatrick",2338.96
Mcclure Group,2338.9185714285713
Rios-Manning,2338.87
"Smith, Robinson and Keller",2338.86
Moore-Barnes,2338.67
"White, Anderson and Moore",2338.43
"Gutierrez, Ponce and Diaz",2338.34
Gonzalez-Moses,2338.34
Gross-Garcia,2338.31
Crosby-Gutierrez,2338.22
"Johnson, Hardy and Thompson",2338.15
Anderson-Rojas,2338.06
"Rodriguez, Jenkins and Jones",2337.99
"Rodriguez, Walker and Smith",2337.96
Browning-Johnson,2337.91
"Smith, Smith and Black",2337.75
"Olson, Cooper and Morrow",2337.59
Foster-Cox,2337.51
"Hughes, Chang and Henry",2337.5
Monroe and Sons,2337.38
"Hall, Gould and Parks",2337.15
Harris-Maldonado,2336.88
"West, King and Hamilton",2336.86
"Golden, Mccarty and Smith",2336.79
Riggs PLC,2336.69
Houston Ltd,2336.67
Martin-Edwards,2336.575
"Williams, Jordan and Rogers",2336.39
Brown-Chang,2336.35
