merchant_name,total_spend
Burgess-Burns,2149.36
Flynn-Thompson,2149.36
"Thompson, Martin and Jordan",2149.28
"Jones, Shea and Porter",2149.28
Yates LLC,2149.12
Garcia-Hamilton,2149.09
"Franklin, Mcdonald and Weber",2149.07
"Garcia, Evans and Henderson",2149.02
"Roberts, Perry and Cooper",2148.92
"Robinson, Vincent and Anderson",2148.88
"Bishop, Morris and Brown",2148.72
Clay LLC,2148.7
Wilkinson-Short,2148.53
Hill-Dennis,2148.39
"Munoz, Carter and Williams",2148.35
"Decker, Rosario and Pham",2148.13
Mayo-Robinson,2147.96
Turner-Robles,2147.96
Hess-Mueller,2147.94
Wyatt-Wilson,2147.73
Williams-York,2147.64
"Alvarez, Kidd and Charles",2147.59
Stephenson-Gates,2147.59
"Murphy, Thompson and Galloway",2147.33
"Russell, Hubbard and Swanson",2146.98
"Elliott, Osborne and Hamilton",2146.92
Gonzalez-Alexander,2146.83
Best-King,2146.82
Terry-Bryan,2146.71
"Mills, Duncan and Rose",2146.49
Calhoun-Clark,2146.48
"Young, Weber and Weaver",2146.42
"Griffin, Williams and May",2146.36
"Lopez, Nelson and Rodriguez",2146.21
Wang-Ellis,2146.18
"Patel, Bryan and Johnson",2146.1
Maldonado-Bates,2146.03
"Miles, Parker and Hall",2145.9
Hayes-Russell,2145.86
Ramirez-Carter,2145.67
"Bowman, Guzman and Stark",2145.58
"Torres, Cardenas and Knight",2145.5
"Johnson, Weeks and Glenn",2145.5
Gray-Colon,2145.31
"Matthews, Owens and Williams",2145.3
"Lee, Hernandez and Collins",2145.22
"Dominguez, Austin and Johnson",2145.11
"Shields, Snyder and Ortiz",2145.09
Rodriguez-Ruiz,2145.07
"Brooks, Snyder and Morales",2145.01
Jackson-Oliver,2144.97
"Clark, Garcia and Moore",2144.92
Johnson-Bryant,2144.68
"Lewis, Malone and Wilson",2144.62
Grant-Medina,2144.48
Sherman-Neal,2144.39
"Gray, Barber and Howe",2144.33
"Alvarado, Johnson and White",2144.28
"Hoffman, Freeman and Peterson",2144.2
Burnett-Gonzalez,2144.12
Kelly-Rios,2144.07
Frazier-Mitchell,2144.04
Gonzalez-Saunders,2143.97
"Davis, Zuniga and Ryan",2143.87
Joseph-Mendoza,2143.86
"Hudson, Carter and Wagner",2143.77
Valentine-Hanna,2143.76
"Hogan, Green and Copeland",2143.68
"Martin, Lewis and Morgan",2143.66
"Garcia, Fritz and Richard",2143.58
Ryan-Knapp,2143.31
Allen-Becker,2143.11
Hall-Mccoy,2142.98
Holden-Dixon,2142.9
Ramsey-Chandler,2142.79
"Diaz, Hall and Lee",2142.75
"Miller, Jackson and Parker",2142.55
"Williams, Zuniga and Christensen",2142.52
"Ellis, Preston and Robinson",2142.41
"Carr, Mcdaniel and Santana",2142.17
"Serrano, Collier and Decker",2142.16
Serrano PLC,2142.14
Haley-Griffin,2142.11
"Dickerson, Chavez and Leonard",2142.1
"Davis, Webb and Garcia",2142.07
"Allen, Williams and Mullen",2142.02
Gregory-Chang,2141.91
"Hobbs, Butler and Humphrey",2141.79
Floyd and Sons,2141.79
"Moreno, Smith and Lewis",2141.74
Klein-Davies,2141.66
Carson-Houston,2141.66
Olson-Gardner,2141.55
"Sandoval, Webster and Pugh",2141.33
"Chen, Arroyo and Rollins",2141.32
"Oliver, Crawford and Gentry",2141.31
"Stone, Hughes and Bennett",2141.2
"Rodgers, Wright and Hoffman",2141.1
Higgins-Horne,2141.07
"Martinez, Gibson and Walker",2140.98
"Jones, Allison and Franklin",2140.97
Castillo-Floyd,2140.71
"Yoder, Nelson and Roach",2140.41
Carter-Lester,2140.36
"Thomas, Cain and Pena",2140.31
"Fowler, Escobar and Williamson",2140.3
"Miller, Ochoa and Manning",2140.12
"Ward, Thompson and Beck",2139.85
Davis-Wallace,2139.8
"Jones, Jimenez and Wood",2139.71
Williams-Bates,2139.68
"Bond, Frost and Stevens",2139.65
Harding-Calhoun,2139.61
Cox-Castillo,2139.45
Petty-Larsen,2139.39
"Rojas, Dennis and Willis",2139.36
"Baker, Ward and Ingram",2139.29
Gray-Hodges,2139.23
"Benson, Russell and Martinez",2139.22
Phelps-Young,2139.2
Fleming-Ryan,2139.1
Woodard-White,2139.09
"Brooks, Powell and Aguilar",2138.91
"Ferguson, Ramos and Woods",2138.83
"Hammond, Hamilton and Williamson",2138.72
Bradshaw-Ryan,2138.64
"Ward, Barnett and Contreras",2138.63
"Marsh, Scott and Roberts",2138.47
Wood-Haas,2138.39
"Petty, Fritz and Morgan",2138.32
Reynolds-Carpenter,2138.27
"Kelly, Ho and Henderson",2138.25
"Villa, Fleming and White",2138.24
Bowman-Johnson,2138.01
"Mcdonald, Reeves and Rojas",2138.0
"Martinez, Floyd and Hancock",2137.95
Ali-Cook,2137.94
"Smith, Nelson and Mclaughlin",2137.86
Huynh-Clark,2137.86
"Clark, Miller and Davidson",2137.81
"Castro, Atkins and Bush",2137.78
Russell-Alvarado,2137.78
"Williams, Love and Bates",2137.66
Murray-Erickson,2137.5
Lee-Paul,2137.39
"Oconnor, Ochoa and Page",2137.38
Lopez-Burns,2137.31
Sanford-Elliott,2137.09
"Butler, Francis and Cook",2136.98
Randolph-Davis,2136.88
"Moore, Rice and Mitchell",2136.83
Reese-Lam,2136.77
Mendoza-Ramos,2136.7
"Lewis, Williams and Potter",2136.6
"Fernandez, Olson and Young",2136.55
Knight-Rogers,2136.44
Anderson-Rivers,2136.35
Miranda-Martinez,2136.2
"Smith, Browning and Ross",2136.19
"Banks, Chen and Simmons",2136.05
"Lewis, Daniels and Rivera",2136.01
"Bradshaw, Steele and Rodriguez",2135.95
Dean-Huerta,2135.95
Hunter-Hill,2135.9
Woods-Weiss,2135.84
Lee-Reese,2135.76
"Meyer, Murray and Fleming",2135.75
Buchanan LLC,2135.7200000000003
"Stevens, Sullivan and Luna",2135.61
Copeland-Walter,2135.6
"Sullivan, Mills and White",2135.24
"Page, Brown and Campos",2135.19
"Sims, Moore and Calderon",2135.18
"Escobar, Williams and Peterson",2135.14
Brown-Sosa,2135.07
"Richardson, Pitts and Oliver",2134.97
"Cox, Brown and Noble",2134.96
Harrington-Mata,2134.96
"Lopez, Higgins and Perez",2134.94
"Gordon, Wheeler and Goodman",2134.87
Park-Turner,2134.71
"Morris, Patterson and Pena",2134.57
"Smith, Short and Bates",2134.4
Ortiz-Lin,2134.4
"Hale, Chung and Callahan",2134.16
Sanchez-Robles,2134.09
Peters-Holland,2134.01
"Moore, Sherman and Newman",2133.92
White-Baker,2133.88
"Rios, Howell and Salazar",2133.86
"Russell, Haynes and Rivers",2133.82
"Dawson, Nash and Stanley",2133.77
"Alexander, Morris and Pugh",2133.62
"Allen, Stewart and Powell",2133.58
"Le, Christensen and Gomez",2133.54
"Phillips, Perry and Hart",2133.51
Miller-Rice,2133.36
Ramos-Jones,2133.14
Smith-Calhoun,2132.84
Vance-Brown,2132.81
Stone-Lyons,2132.67
"Hill, Wagner and Cooper",2132.65
"Meyers, Wilcox and Chang",2132.6
Garcia-Woods,2132.55
"Graham, Flores and Jones",2132.42
"Mack, Hubbard and Cain",2132.41
"Peters, Delgado and Gibson",2132.17
"Green, Parker and Pugh",2131.9
Morrison-Anderson,2131.9
"Roy, Cox and Mcbride",2131.77
Hall-Little,2131.68
"Ortiz, Wilson and Long",2131.64
"Ramos, Gonzalez and Walton",2131.61
"Kim, James and Maxwell",2131.5
"Espinoza, Foster and Boone",2131.46
Burton-Taylor,2131.43
"Perez, Harris and Wiggins",2131.42
"Johnson, Anderson and Scott",2131.37
Wright-Price,2131.3
Michael-Hughes,2131.27
"Miller, Price and Johnson",2131.23
"Anderson, Santiago and Johnson",2131.2
Dickerson-Walker,2131.2
"Hansen, Marquez and Maldonado",2131.16
Bennett-House,2131.15
"Pruitt, Todd and Mcneil",2131.06
Finley-Mendoza,2130.99
"Horn, Jackson and Miller",2130.98
"Mclaughlin, Case and Williams",2130.96
Dickerson-Holt,2130.82
"Campbell, Diaz and Hodges",2130.8
Quinn-Powell,2130.8
"Guzman, Ortiz and Mercer",2130.76
Williams-Cortez,2130.71
Snyder-Brown,2130.53
Bass-Smith,2130.36
"Wilkerson, Anderson and Simpson",2130.23
"Walker, Peterson and Kim",2130.2
Camacho-Walker,2130.13
Chaney Group,2130.08
"Williams, James and Francis",2129.83
"Henderson, Miles and Collier",2129.64
"Barr, Ortiz and Dillon",2129.57
"Ortiz, Oliver and Gibson",2129.55
"Salazar, Martin and Warren",2129.52
"Boyd, Benson and Morgan",2129.52
"Rodriguez, Garza and Figueroa",2129.45
"Anderson, Elliott and Johnston",2129.41
Olson-Bennett,2129.37
Moon-Christensen,2129.27
Alvarez-Myers,2129.24
"Barry, Mckay and Silva",2129.2
"Burgess, Walker and Lee",2129.18
Lee-Sloan,2128.97
"Hooper, King and Sanders",2128.79
Bailey-Brown,2128.73
"Meyer, Ayala and Bishop",2128.7
"Johnson, Guerrero and Jones",2128.69
"Kelley, Washington and Duke",2128.63
Booth-Burns,2128.26
"Smith, Stein and Wilson",2127.96
"Mcdaniel, Miller and Hensley",2127.95
"White, Walker and Kerr",2127.93
"Reyes, Wilkins and Nguyen",2127.89
Thompson-Lewis,2127.8
"Barnes, Reyes and Morrison",2127.78
"Anderson, Campbell and Stanley",2127.7
Gay-Gray,2127.63
"Stanley, Jones and Holt",2127.44
"Wiley, Elliott and Ball",2127.28
Briggs-Pineda,2127.15
Ellis-Lara,2127.04
Grant-Sullivan,2126.94
Macias-Velazquez,2126.91
Roach-Garcia,2126.84
"Miller, Burton and Jackson",2126.75
Garcia-Nunez,2126.73
Carey-Wood,2126.65
Vincent-Lang,2126.57
Stevenson-Dalton,2126.52
Nguyen-Nixon,2126.47
Lopez-Mcguire,2126.43
Carter-Horton,2126.34
"Flores, Davis and Vasquez",2126.28
"Anderson, Hernandez and Scott",2126.26
"Parker, Durham and Shaw",2126.24
"Foster, Fernandez and Brown",2126.1
"Lopez, Clark and Perez",2126.03
Young-Hogan,2125.98
"Roberts, Campbell and Horton",2125.95
"Montes, Wells and White",2125.95
Cook-Cochran,2125.75
"Jordan, Davis and Flores",2125.74
"Silva, Miller and Gonzalez",2125.32
"Zimmerman, Adkins and Wallace",2125.31
Shelton-Sherman,2125.27
Lee-Gould,2125.06
"Martin, White and Young",2125.01
Hudson-Bowers,2124.98
French-Gutierrez,2124.98
"Freeman, Goodman and Montgomery",2124.97
"Tran, Brown and Coleman",2124.89
"Wright, Lam and Young",2124.79
"Allen, Osborne and Robinson",2124.62
Bird Group,2124.49
Terry-Stone,2124.34
"Williams, Tucker and Padilla",2124.14
Arnold-Mcdonald,2124.01
Greer-Hall,2123.94
"Brooks, Stokes and Medina",2123.87
"Brown, Beard and Norris",2123.85
Turner-Martinez,2123.66
Ortiz-Harvey,2123.62
"Goodman, Craig and Forbes",2123.58
"Williams, Rodriguez and Navarro",2123.47
"Sims, Miller and Gray",2123.36
"Pierce, Evans and Martin",2123.34
"Campbell, Armstrong and Torres",2123.12
"Wise, Young and Trevino",2123.12
Bernard-Rowe,2123.12
"White, Rangel and Day",2122.89
Warren-Patel,2122.74
"Wong, Green and Simpson",2122.64
Robinson-Frazier,2122.49
"Garcia, Coleman and Roberts",2122.39
Phillips-Lane,2122.0
Phillips-Mcclure,2121.98
Kent-Mcconnell,2121.71
"Bean, Christensen and Morse",2121.56
Cooper-Levine,2121.56
"Willis, Wagner and Mcdowell",2121.55
Macdonald-Dickerson,2121.41
Rasmussen-Graham,2121.4
"Mullins, Rollins and Morales",2121.37
Morrow-Morris,2121.22
"Ramirez, Baldwin and Walker",2121.03
Pierce-Ramirez,2120.98
Ortega-Morgan,2120.95
Espinoza-Rhodes,2120.86
Green-Conley,2120.83
"Brown, Flores and Malone",2120.7
"Hunt, Chapman and Anderson",2120.65
York-Quinn,2120.65
"Harris, Reeves and Blake",2120.59
"Williams, Johnson and Peck",2120.52
Evans-Bishop,2120.45
"Johnson, Watkins and Austin",2120.21
Bolton PLC,2120.17
"Moore, York and Reynolds",2120.11
Herman-Ortiz,2119.76
Boyd-Shaffer,2119.61
"Williams, Ali and Knox",2119.35
"Petersen, Chen and King",2119.08
Cruz-Hunter,2119.02
Blanchard-Gutierrez,2118.97
Smith-Reed,2118.76
Ellis-Mendoza,2118.67
Morris-Ward,2118.66
"Martinez, Brooks and Evans",2118.6
"King, Hull and Bender",2118.6
Davenport Ltd,2118.57
Marquez-Martinez,2118.47
"Adams, Jones and Schroeder",2118.32
"Cannon, Turner and Mccormick",2118.04
"James, Davis and Villarreal",2117.99
"Hines, Lowe and Molina",2117.99
Meyer-Perry,2117.94
Larson-Rios,2117.89
"Thompson, Fisher and Hunter",2117.87
Harmon-Pope,2117.86
"Dunn, Molina and Lopez",2117.72
Monroe-Martin,2117.71
Goodman Group,2117.65
"Harrington, Kelley and Ortiz",2117.5
"Mcguire, Taylor and Walls",2117.44
Yates-Lin,2117.41
"Mclean, Andrade and Shepherd",2117.27
Barrett-Villarreal,2117.22
"Rivera, Smith and Schwartz",2117.16
"Kelley, Pierce and Ramirez",2117.14
"Vang, Brown and Lowe",2117.11
"Anderson, Howell and Villanueva",2117.08
Nelson-Norton,2117.08
Zimmerman-Howard,2116.99
Parks-Gibbs,2116.93
"Martin, Baker and Bruce",2116.91
Garcia-Travis,2116.61
"Oneal, Yang and Spears",2116.4
"Shepard, Gonzales and Gonzalez",2116.39
"Perez, Anderson and Horn",2116.38
Paul-Yu,2116.3
Powell-Nichols,2116.29
Brewer-Nichols,2116.17
Fletcher-Stewart,2115.86
"Swanson, Warner and Page",2115.72
"Smith, Mason and Houston",2115.56
Edwards-Bradley,2115.4
"Perez, Collins and Franklin",2115.31
Hodges-Grimes,2115.3
"Cortez, Molina and Morales",2115.29
Mcintosh-Bailey,2115.29
Chavez-Baker,2115.25
"Montes, Garcia and Reed",2115.24
Tran-Myers,2115.12
"Lin, Martin and Garza",2114.97
"Johnson, Stanley and Smith",2114.94
Dyer-Cole,2114.92
"Daniel, Proctor and Hogan",2114.85
Kane-Bowman,2114.81
"Martinez, Parker and Holland",2114.8
"Murphy, Hall and Porter",2114.74
"Williams, Nguyen and Hernandez",2114.66
"Bennett, Jordan and Robertson",2114.47
Landry-Day,2114.3
Frank-Watkins,2114.27
"Gibson, Hicks and Brown",2114.22
"Morgan, Rodriguez and Nunez",2114.16
"Jones, Robinson and Olson",2114.12
"Ryan, Rhodes and Butler",2114.11
Phillips-Bush,2114.03
"Zavala, Jackson and Garza",2114.02
"Manning, Harper and Lucas",2113.97
"Durham, Rhodes and King",2113.89
"Pitts, Nelson and Gomez",2113.89
Evans-Hill,2113.81
Harper-Herrera,2113.73
"Jones, Jones and Howard",2113.52
"Smith, Bell and Contreras",2113.32
Sullivan-Patel,2113.31
"Barnes, Estrada and Austin",2113.29
"Murphy, Brooks and Mccormick",2113.29
Gonzalez-Roth,2113.07
"Lewis, Hickman and Lam",2112.82
"Barnett, Little and Sparks",2112.74
"Freeman, Wilson and Freeman",2112.71
Kelly-Guzman,2112.71
Summers-Yang,2112.68
Parker-Williams,2112.49
"Adams, Gonzalez and Hopkins",2112.33
"Hernandez, Hernandez and Castro",2112.32
"Haynes, Wilcox and Krueger",2112.2
"Brown, Wagner and Rodriguez",2112.18
Bonilla-Wilson,2112.17
"Chen, Taylor and Norris",2112.02
"Rodriguez, Taylor and Thompson",2111.92
Harris-Oconnor,2111.87
"Williams, Hernandez and Harrison",2111.82
Warner-Francis,2111.82
"Dyer, Velez and Stevens",2111.66
Anderson-Case,2111.62
"Richardson, Carroll and Anderson",2111.11
Scott-Wells,2111.07
"Brown, Bennett and Ball",2110.99
Sanchez-Thompson,2110.97
Carr-Herring,2110.95
Rivera-Monroe,2110.73
"Russell, Clark and Marsh",2110.64
"Bolton, Wood and Schroeder",2110.5
"Thomas, Mejia and Turner",2110.38
Haney LLC,2110.16
Villegas-Adams,2109.85
Lee-Burgess,2109.69
Wilkins-Warner,2109.53
Berry-Jensen,2109.51
"Wade, Hill and Bridges",2109.49
"Graham, Baker and Bowman",2109.43
Alexander-Boyer,2109.43
Nelson-Clark,2109.4
Flores-Carrillo,2109.39
"King, Gomez and Alexander",2109.29
"Morales, Clark and Walters",2109.14
"Barton, Rich and Winters",2109.13
"Carrillo, Henry and Rodriguez",2109.06
Obrien-Fuller,2108.94
"Bruce, Atkinson and Hernandez",2108.89
Rosales-Anderson,2108.86
"Davis, Horton and Martin",2108.81
Frost-Patton,2108.74
Gibson-Marshall,2108.59
Washington-Best,2108.57
Solomon Group,2108.52
"Marshall, Mullins and Jones",2108.34
Kennedy-Reeves,2108.28
Combs-Clark,2108.26
Kidd-Alvarado,2108.03
Brown-Noble,2107.84
"Key, Sherman and King",2107.71
Cobb-Lopez,2107.68
Simmons-Matthews,2107.52
"Sanders, Smith and Medina",2107.44
Mccall-Wallace,2107.44
Hansen-Frank,2107.29
"Johnson, Ferguson and Harris",2107.22
"Stevenson, Flowers and Castro",2106.89
Thomas-Mitchell,2106.88
Bryant-Obrien,2106.86
Beard Group,2106.83
Webster-Mcclure,2106.71
Perry-Bruce,2106.62
Underwood Ltd,2106.58
"Nelson, Davis and Hernandez",2106.56
"Flores, Bryant and Shannon",2106.56
"Patterson, Davis and Davis",2106.45
"Taylor, Odonnell and Cooper",2106.44
"Long, Morales and Stone",2106.44
Wilson-Rowland,2106.43
Braun-Sampson,2106.42
"Gallagher, Warren and Smith",2106.4
Elliott-Morales,2106.3
Odom-Gonzalez,2106.25
"Howard, Olson and Price",2106.2
Hays-Pope,2106.2
"Garcia, Gallagher and Hernandez",2106.18
"Parker, Castaneda and Jones",2106.06
"Merritt, Bailey and Lamb",2106.02
"Wells, Wade and Russell",2105.82
"Mack, Poole and Hurst",2105.7
Thomas-Strong,2105.7
"Cummings, Wagner and Henry",2105.6
Bradshaw and Sons,2105.28
"Simpson, Williams and Jackson",2105.01
Jackson-Bell,2104.94
"Roach, Dean and Coleman",2104.87
Stout-Jones,2104.76
"Buck, Baker and Wiley",2104.75
"Porter, Knapp and Richards",2104.72
"Hernandez, Martin and Perry",2104.56
Freeman-Stanton,2104.43
"Barajas, Powell and Brady",2104.3
"Rodgers, Jennings and Cervantes",2104.21
Wilson-Medina,2104.2
"Tyler, Jones and Bender",2104.14
Ortiz-Davis,2104.04
Montes-Stanley,2104.01
Rasmussen and Sons,2103.95
"Smith, Fernandez and Vincent",2103.91
"Blevins, Rojas and Watkins",2103.65
Lang-Holloway,2103.58
Houston-Wyatt,2103.55
Collins-Hunter,2103.53
"Campbell, Mejia and Norris",2103.31
Gordon-Yu,2103.31
"Hunter, Mcdonald and Hernandez",2103.3
"Zhang, White and Fisher",2103.27
Banks-Gomez,2103.26
Paul-Clay,2103.11
Moore-Patel,2103.1
Kelley-Daniel,2102.99
Ramos-Hayes,2102.96
Wolfe-Fuller,2102.94
White-Bryant,2102.84
"Allen, Rogers and Park",2102.82
"Mcbride, Martinez and Peterson",2102.59
"Welch, Johnston and Solis",2102.33
Campos-Brewer,2102.27
Robinson-Saunders,2102.26
"West, Garza and Ward",2102.26
"Mcintosh, Lam and Hopkins",2102.25
Estrada-Taylor,2102.2
Thompson-Lawrence,2102.15
"Gross, Stone and Bell",2102.05
"Saunders, Morales and Lamb",2102.01
"Graham, Garcia and White",2102.0
"Howard, Adams and Klein",2101.93
"Hernandez, Black and Curtis",2101.9
Curtis-Brown,2101.71
"Alvarado, Tran and Andrews",2101.52
"Davis, Archer and Roberts",2101.18
"Kelley, White and Klein",2101.14
"Nelson, Moore and Nguyen",2101.06
"Austin, Davis and Carter",2101.0
"Wilson, Dixon and Brown",2100.95
"Allen, Smith and Arnold",2100.93
"Weiss, Henderson and Williams",2100.89
Brown-Mcintosh,2100.71
"Hunter, Beard and Bass",2100.49
Bautista-Howard,2100.09
Khan-Davis,2100.08
Moon LLC,2100.08
"Cantrell, Brown and Franco",2100.06
Blair-Williams,2100.04
Lee-Fischer,2099.86
"Gilbert, Tate and Kaiser",2099.8
Ferguson-Parsons,2099.72
Wyatt-Lam,2099.71
Barajas-Avery,2099.69
Gregory-Richards,2099.65
Wise-Baird,2099.58
Collins-Long,2099.49
"Stevens, Taylor and Chapman",2099.41
Ruiz-Murray,2099.31
Merritt-Gilbert,2099.29
Stevenson-Lee,2099.24
Gordon-Navarro,2099.15
"Miranda, Matthews and Morrison",2099.08
"Smith, Jackson and Fuentes",2099.07
"Poole, Jackson and Johnson",2099.02
Huff-Greene,2098.86
Dorsey-Holder,2098.73
Sutton-Rivera,2098.68
"Thornton, Nelson and Dunn",2098.62
Hayes-Austin,2098.62
Bradley-Gregory,2098.61
Pratt-Gonzalez,2098.6
Crawford-Drake,2098.55
"Rodriguez, Patel and Wilson",2098.52
"Pittman, Wells and Golden",2098.48
"Powell, Velasquez and Andrews",2098.45
"Nicholson, Wells and Brown",2098.44
"Good, Scott and Peterson",2098.27
Booth-Nguyen,2098.26
Walsh-Valencia,2098.16
"Cline, Arnold and Mullen",2098.09
Buchanan-Vega,2097.98
Long-Owen,2097.96
Smith-Caldwell,2097.93
Marquez-Elliott,2097.88
Hudson-Benton,2097.77
"Webb, Davis and Garcia",2097.4
"Singh, Payne and Carroll",2097.38
"James, Banks and Phillips",2097.22
Robinson-Ball,2097.19
Wood-Rogers,2097.18
Johnson-Hall,2097.02
Perez-Garner,2096.99
Collins-Wyatt,2096.85
"Short, Turner and Dunn",2096.78
"Gross, Donaldson and Alvarado",2096.72
Malone-Young,2096.59
"Baker, Harris and Hunter",2096.39
White-Fletcher,2096.36
Moore-Tapia,2096.24
"French, Jones and Fernandez",2096.23
"Russell, Lynch and Allen",2096.21
Scott-Cook,2096.2
"West, Lyons and Phillips",2096.19
"Franklin, Holloway and Smith",2096.12
Butler-Malone,2096.11
"Sparks, Ray and Wong",2096.1
Dudley-Cooper,2096.03
"Anderson, Fischer and Simmons",2095.99
"Palmer, Hall and Perry",2095.97
"Schmidt, Wilson and Carter",2095.96
"Vasquez, Evans and Vega",2095.94
Kelly-Ellis,2095.94
"Parker, Ellison and Hendricks",2095.86
"Gonzalez, Perez and Hawkins",2095.81
Wood-Mays,2095.71
Ford-Kemp,2095.55
Montoya-Barnett,2095.54
Oneill-Sanders,2095.44
"Perkins, Russo and Cannon",2095.14
"Johnson, Dalton and Marshall",2095.14
Jenkins-Elliott,2095.07
"Shaw, Jones and Curry",2095.04
Moore-Bowman,2095.02
Strickland-Wong,2094.94
Dixon-Daniels,2094.89
Freeman-Richardson,2094.87
Sampson-Mills,2094.8
"Cochran, Rhodes and Andrade",2094.7
"Wilson, Baxter and Doyle",2094.69
"Perkins, Adams and Martin",2094.67
Simmons-Houston,2094.67
"Harmon, Wall and Washington",2094.65
"Fletcher, Rios and Olsen",2094.62
"Jones, Romero and Buck",2094.53
"Johnson, Jackson and Anderson",2094.49
Myers-Bowman,2094.37
"Hebert, Anthony and Vang",2094.35
"Moon, Thomas and Brown",2094.26
Carr-Kramer,2094.26
"Dennis, Brooks and Miller",2094.22
"Jennings, Johnston and Maxwell",2094.21
"Brown, Beck and Vaughn",2094.17
"Moore, Smith and Stephens",2094.15
Carter-Dickerson,2093.96
Stafford-Henderson,2093.81
"Roberts, Harrison and Brown",2093.72
"Rhodes, Velazquez and Thomas",2093.71
"Mcgee, Rasmussen and Gilbert",2093.66
Foster-Alvarado,2093.56
"Ramsey, Watkins and Martinez",2093.55
"Ford, Stein and Williams",2093.55
Martin-Rodriguez,2093.41
"Black, Lewis and Williams",2093.33
Stewart-Chandler,2093.33
"Brown, Olson and White",2093.15
"Carter, Lopez and Duke",2093.13
Marks and Sons,2093.05
"Wright, Parks and Gates",2092.89
Harvey-Simmons,2092.88
Dennis LLC,2092.83
"Wilson, Garcia and James",2092.79
"Scott, Morgan and Madden",2092.79
"Tran, Moran and Miller",2092.78
"Alvarez, Montoya and Rhodes",2092.75
Hernandez-Barrett,2092.75
"Miller, Jones and Hubbard",2092.72
Brooks-Jacobs,2092.64
"Davenport, Cunningham and Callahan",2092.6
"Reilly, Hamilton and Bennett",2092.6
"Harvey, Porter and Lawrence",2092.54
"Brown, Garcia and Jones",2092.54
"Holmes, Valencia and Ritter",2092.36
Hayes-Lewis,2092.35
"Brown, Gill and Phillips",2092.23
Cruz-Gross,2092.16
"Watson, Lane and Yang",2092.1
Wilkerson-Foster,2091.96
Goodman-Ruiz,2091.88
"Garcia, Bush and Barrett",2091.68
"Stewart, Reese and Day",2091.58
Davenport-Terrell,2091.51
"Green, Nunez and Parker",2091.29
"Shelton, Patterson and Stevens",2091.27
Butler-Mitchell,2091.27
"Hernandez, Hunter and Roy",2091.14
"Reeves, Scott and Brewer",2091.1
"Barker, Wallace and Hays",2091.1
"Davis, Morrison and Brady",2091.04
Bryant-Rivera,2090.93
Brown-Nelson,2090.85
"Miller, Anderson and Anderson",2090.84
Swanson-Lopez,2090.81
Harper-Holt,2090.74
Morton Ltd,2090.73
"Pope, Smith and Beck",2090.53
"Crawford, Crawford and Hernandez",2090.48
Dean-Miller,2090.34
Pittman-Hill,2090.33
"Smith, Key and Stevens",2090.31
Brown-George,2090.3
Mitchell-Silva,2090.23
Juarez-Marsh,2090.22
"Payne, Burton and Rodriguez",2090.21
Hale-Peterson,2090.18
White-Perkins,2090.12
"Edwards, Parker and Mason",2089.96
"Duran, Baker and Brown",2089.64
"West, Moore and Johnson",2089.52
"Fisher, Benson and Curry",2089.52
Jones-Soto,2089.51
"Taylor, Guerra and Anderson",2089.36
"Johnson, Rose and Ross",2089.36
Stevens-Shepherd,2089.32
Todd and Sons,2089.3
"Savage, Henderson and Garcia",2089.22
Jackson-Zimmerman,2088.8
Haney-Maldonado,2088.74
Clay-Gonzalez,2088.63
Ali PLC,2088.63
"Suarez, Jones and Delgado",2088.55
"Chandler, Turner and Williams",2088.54
Huber-Beck,2088.38
Mclaughlin-Thompson,2088.36
Mueller-Larson,2088.36
"Meza, Mendez and Morgan",2088.32
"Kim, Hill and Lopez",2088.31
"Chase, Boyd and Hester",2088.22
Smith-Campos,2088.18
"Soto, Burke and Wade",2088.08
"Whitaker, Roy and Williams",2088.06
"Thompson, Walker and Wilson",2087.98
Powell-Juarez,2087.88
"White, Moyer and Scott",2087.83
Chambers-Alvarez,2087.8
Martin-Novak,2087.78
"Davenport, Brown and Wilson",2087.68
Cook-Gillespie,2087.68
"Oconnell, Taylor and Burch",2087.65
"Hampton, Nielsen and Moore",2087.64
"Miller, Farmer and Nelson",2087.62
"Collins, Robinson and Brown",2087.59
"Phillips, Davis and Hansen",2087.32
Turner-Blake,2087.13
Moon Ltd,2087.1
Ashley-Sutton,2087.04
"Price, Dodson and Becker",2086.98
"Rice, Landry and Carney",2086.89
"Stanton, Williams and Woodward",2086.79
Salas-Scott,2086.61
"Roberts, Blackwell and Shaw",2086.39
"Jackson, Arnold and Stafford",2086.38
Larson-Schwartz,2086.15
"Long, Sullivan and Casey",2086.11
Ryan-Garza,2086.09
Lowery-Jones,2086.06
Nunez-Moore,2086.03
"Harper, Church and Jones",2086.01
"Ray, Wong and Campbell",2085.97
"Berry, Chen and Martinez",2085.95
"Sanchez, Bradford and Lawson",2085.92
Wallace-Mccall,2085.85
Abbott-Ward,2085.76
"Miller, Butler and Gray",2085.58
Pena-Eaton,2085.56
Strong-Ray,2085.54
"Hanna, Stein and Travis",2085.53
Hebert-Rodgers,2085.48
Reed-Bates,2085.38
"Stephens, Brown and Olson",2085.28
"Bender, Mejia and Burton",2085.23
Jenkins-Duncan,2085.18
Dougherty and Sons,2084.7799999999997
Brown-Russell,2084.74
"James, West and Perry",2084.72
"Roach, Austin and Mccoy",2084.58
Flores-Barnes,2084.5699999999997
Miller-Burns,2084.52
Mclean Inc,2084.5
"Villanueva, Gordon and Meyer",2084.45
